Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName
706504	1	0.0018	1	1.4347E+09	4.475E+08	432.9	3557	7997	7997	HMS
706504	2	0.0060	1	2.5167E+09	9.5543E+08	432.8995	141.1	595	595	HMS
706504	3	0.0063	2	1.5784E+09	2.3169E+08	110.0713	243.5	106	313	HCD-HMSn
706504	4	0.0086	2	1.0066E+09	1.5636E+08	110.0713	155.8	84	265	HCD-HMSn
706504	5	0.0098	2	8.8022E+07	5.6495E+06	784.4099	83.01	87	275	HCD-HMSn
706504	6	0.0151	2	1.0908E+09	1.7924E+08	649.3491	166.5	47	128	ETD-HMSn
706504	7	0.0177	2	1.1919E+09	1.6915E+08	649.3488	189.8	102	323	SA_HCD-HMSn
706504	8	0.0196	2	1.0937E+09	1.5225E+08	432.8997	141.4	83	253	SA_CID-HMSn
706504	9	0.0219	2	7.5622E+08	1.4555E+08	649.8507	150.8	44	132	ETD-HMSn
706504	10	0.0239	2	8.8335E+08	1.0949E+08	649.8507	139.6	93	307	SA_HCD-HMSn
706504	11	0.0259	2	7.8623E+08	1.1695E+08	433.2337	118.7	79	219	SA_CID-HMSn
706504	12	0.0281	2	4.436E+07	9.5211E+06	648.8458	191.5	22	58	ETD-HMSn
706504	13	0.0313	2	4.6166E+07	5.3974E+06	1297.6909	82	55	169	SA_HCD-HMSn
706504	14	0.0345	2	5.0749E+07	1.0477E+07	648.8459	120.4	31	87	SA_CID-HMSn
706504	15	0.0379	2	2.3707E+07	5.7035E+06	269.1608	553.8	54	160	HCD-HMSn
706504	16	0.0391	2	5.9681E+07	3.9648E+06	269.1607	63.91	85	253	HCD-HMSn
706504	17	0.0418	2	1.0033E+07	8.1683E+06	513.2816	1612	17	48	ETD-HMSn
706504	18	0.0456	2	1.1859E+07	3.2854E+06	513.2813	355.1	37	103	SA_HCD-HMSn
706504	19	0.0493	2	1.1993E+07	8.8089E+06	513.2816	1239	15	52	SA_CID-HMSn
706504	20	0.0531	2	2.6856E+07	6.7352E+06	649.348	231.9	24	63	ETD-HMSn
706504	21	0.0564	2	3.5329E+07	3.8782E+06	1298.6943	71.69	60	181	SA_HCD-HMSn
706504	22	0.0596	2	3.6477E+07	8.4316E+06	649.348	181	51	131	SA_CID-HMSn
706504	23	0.0640	1	1.9365E+09	6.442E+08	432.8998	1437	3785	3785	HMS
706504	24	0.0643	2	1.6253E+09	2.4156E+08	110.0713	220.4	101	303	HCD-HMSn
706504	25	0.0666	2	1.0596E+09	1.6434E+08	110.0713	190.5	96	285	HCD-HMSn
706504	26	0.0678	2	1.7071E+07	3.3779E+06	659.8373	483.1	99	319	HCD-HMSn
706504	27	0.0742	2	1.352E+09	2.2148E+08	649.3492	142	44	124	ETD-HMSn
706504	28	0.0771	2	1.0025E+09	1.4626E+08	649.3488	127.2	73	255	SA_HCD-HMSn
706504	29	0.0791	2	1.1627E+09	1.7527E+08	432.8996	142.1	77	231	SA_CID-HMSn
706504	30	0.0813	2	7.4837E+08	1.4202E+08	649.8506	139.1	43	127	ETD-HMSn
706504	31	0.0833	2	9.135E+08	1.1897E+08	649.8505	127.8	83	279	SA_HCD-HMSn
706504	32	0.0853	2	8.6203E+08	1.3022E+08	433.2338	107.4	70	204	SA_CID-HMSn
706504	33	0.0875	2	8.3835E+06	1.8118E+06	659.8367	82.52	19	49	ETD-HMSn
706504	34	0.0913	2	9.6776E+06	1.3542E+06	659.8367	147.5	56	153	SA_HCD-HMSn
706504	35	0.0951	2	9.4512E+06	1.8598E+06	659.8366	260.1	50	116	SA_CID-HMSn
706504	36	0.1000	1	1.855E+09	5.7676E+08	432.8997	1540	4245	4245	HMS
706504	37	0.1004	2	1.6432E+09	2.4478E+08	110.0713	212.4	97	292	HCD-HMSn
706504	38	0.1027	2	1.0946E+09	1.6676E+08	110.0713	180.2	95	272	HCD-HMSn
706504	39	0.1039	2	8.58E+07	5.6139E+06	784.4099	103.5	103	294	HCD-HMSn
706504	40	0.1092	2	1.3553E+09	2.2075E+08	649.3491	216.6	56	143	ETD-HMSn
706504	41	0.1119	2	1.2854E+09	1.8577E+08	649.3488	196.2	105	319	SA_HCD-HMSn
706504	42	0.1139	2	8.2122E+08	1.152E+08	432.8996	100.7	68	207	SA_CID-HMSn
706504	43	0.1162	2	7.54E+08	1.4305E+08	649.8507	149.4	49	128	ETD-HMSn
706504	44	0.1181	2	8.3584E+08	1.0641E+08	649.8504	132.3	89	288	SA_HCD-HMSn
706504	45	0.1201	2	7.9579E+08	1.1114E+08	433.2339	106.9	76	224	SA_CID-HMSn
706504	46	0.1224	2	4.1724E+07	8.8797E+06	648.8459	187.2	23	60	ETD-HMSn
706504	47	0.1257	2	4.725E+07	5.4331E+06	1297.6912	115.2	67	199	SA_HCD-HMSn
706504	48	0.1289	2	5.0599E+07	1.0226E+07	648.8458	192.3	33	85	SA_CID-HMSn
706504	49	0.1323	2	5.5088E+07	3.3858E+06	269.1608	80.09	103	298	HCD-HMSn
706504	50	0.1336	2	1.7879E+07	2.0074E+06	110.0713	169.4	86	274	HCD-HMSn
706504	51	0.1375	2	2.6713E+07	6.9597E+06	649.3483	240.1	22	64	ETD-HMSn
706504	52	0.1408	2	3.0886E+07	3.1692E+06	1298.6937	88.54	68	216	SA_HCD-HMSn
706504	53	0.1442	2	2.9086E+07	6.8827E+06	649.3481	170.8	46	125	SA_CID-HMSn
706504	54	0.1477	2	1.1238E+07	2.4652E+06	583.2991	331	20	58	ETD-HMSn
706504	55	0.1514	2	1.179E+07	1.9455E+06	1138.6033	111.4	45	147	SA_HCD-HMSn
706504	56	0.1550	2	1.1704E+07	2.453E+06	583.2988	258.9	39	118	SA_CID-HMSn
706504	57	0.1598	1	1.9996E+09	6.6332E+08	432.8997	1232	3399	3399	HMS
706504	58	0.1601	2	1.741E+09	2.6188E+08	110.0713	245.9	105	300	HCD-HMSn
706504	59	0.1624	2	1.0391E+09	1.6039E+08	110.0713	187.6	99	281	HCD-HMSn
706504	60	0.1636	2	7.8633E+07	4.9624E+06	784.4099	102.2	100	295	HCD-HMSn
706504	61	0.1694	2	1.5425E+09	2.5459E+08	649.3493	161.5	47	129	ETD-HMSn
706504	62	0.1722	2	1.1569E+09	1.7686E+08	649.3489	157.9	83	273	SA_HCD-HMSn
706504	63	0.1742	2	1.0215E+09	1.4552E+08	432.8996	100.8	68	206	SA_CID-HMSn
706504	64	0.1765	2	6.6531E+08	1.2891E+08	649.8508	108.4	34	110	ETD-HMSn
706504	65	0.1784	2	9.1554E+08	1.1487E+08	649.8505	114.4	81	274	SA_HCD-HMSn
706504	66	0.1804	2	8.6707E+08	1.2736E+08	433.2337	93.53	66	199	SA_CID-HMSn
