Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName
0	4000	55.0797	2	2.0761E+07	4.4083E+06	648.8223	215.4	226	1586	CID-MSn
0	4001	55.0877	2	1.8534E+07	904312	1080.5679	136.7	959	7027	CID-MSn
0	4002	55.0960	2	2.6245E+06	211679	552.9745	77.44	401	3526	CID-MSn
0	4003	55.1072	2	360243	63044	623.8066	51.45	104	1345	CID-MSn
0	4004	55.1203	2	2.7939E+06	594033	1126.0863	598.6	303	2341	CID-MSn
0	4005	55.1348	1	5.1471E+08	1.604E+07	527.9351	433.7	40239	40239	MS
0	4006	55.1450	2	5.4463E+06	187855	1486.7874	113.8	1261	8303	CID-MSn
0	4007	55.1668	2	6.8395E+06	449424	905.9211	100.1	520	3834	CID-MSn
0	4008	55.1770	2	825556	77605	523.2978	44.48	182	1979	CID-MSn
0	4009	55.1888	2	2.2213E+06	189438	863.9296	77.84	397	3679	CID-MSn
0	4010	55.1972	2	9.5582E+06	314722	1486.7882	137.9	1518	9539	CID-MSn
0	4011	55.2095	2	348173	18259	914.4222	22.5	222	1877	CID-MSn
0	4012	55.2273	1	4.9601E+08	1.2279E+07	527.9351	338.8	40591	40591	MS
0	4013	55.2375	2	2.7073E+06	523549	689.8545	241.5	322	2727	CID-MSn
0	4014	55.2527	2	6.3191E+06	352407	914.0173	163.3	1014	7250	CID-MSn
0	4015	55.2670	2	940922	41457	723.8805	24.37	261	2505	CID-MSn
0	4016	55.2782	2	4.2698E+06	576480	554.301	160.9	408	3195	CID-MSn
0	4017	55.2873	2	8.1718E+06	1.0499E+06	689.855	302.1	508	3616	CID-MSn
0	4018	55.2972	2	759499	51897	650.3859	25.48	171	2020	CID-MSn
0	4019	55.3075	1	6.1259E+08	1.8797E+07	714.8722	427.5	38911	38911	MS
0	4020	55.3187	2	4.607E+06	800145	565.3113	237.2	370	2955	CID-MSn
0	4021	55.3320	2	3.6859E+06	494892	715.3429	247.5	511	4044	CID-MSn
0	4022	55.3417	2	1.8973E+06	362456	1795.8607	294.1	430	3464	CID-MSn
0	4023	55.3602	2	2.5218E+06	170340	966.4939	63.45	413	3193	CID-MSn
0	4024	55.3705	2	6.8056E+06	635796	905.9199	95.2	348	2817	CID-MSn
0	4025	55.3795	2	5.4858E+06	760551	625.8205	181	391	2713	CID-MSn
0	4026	55.3880	1	7.4125E+08	2.2208E+07	714.8722	478.5	40368	40368	MS
0	4027	55.3992	2	2.6611E+07	6.8932E+06	658.4102	722.9	412	2845	CID-MSn
0	4028	55.4075	2	5.9093E+07	1.3266E+07	657.9099	971.9	470	3286	CID-MSn
0	4029	55.4165	2	2.6921E+06	633692	620.3765	253.8	339	2455	CID-MSn
0	4030	55.4265	2	6.4604E+07	1.2398E+07	657.9105	924	536	3528	CID-MSn
0	4031	55.4338	2	1.5209E+06	108739	603.3278	52.74	302	2533	CID-MSn
0	4032	55.4455	2	1.4317E+06	132335	1082.5139	130.2	345	2052	CID-MSn
0	4033	55.4658	1	6.9665E+08	2.4347E+07	510.9675	622.7	38271	38271	MS
0	4034	55.4758	2	3.116E+07	3.6175E+06	657.9094	241.4	504	3175	CID-MSn
0	4035	55.4875	2	4.0106E+07	4.8946E+06	658.4108	310.9	560	3562	CID-MSn
0	4036	55.4977	2	1.4542E+07	2.0373E+06	648.9039	293.2	530	3916	CID-MSn
0	4037	55.5057	2	1.1589E+06	105306	641.3627	44.76	223	2063	CID-MSn
0	4038	55.5170	2	2.9938E+06	417712	565.278	115.4	207	1465	CID-MSn
0	4039	55.5270	2	8.2156E+06	551417	915.0176	106.9	550	4134	CID-MSn
0	4040	55.5353	1	9.4266E+08	4.3385E+07	510.9672	833.7	34936	34936	MS
0	4041	55.5465	2	5.1179E+06	995258	540.7951	338.1	364	2715	CID-MSn
0	4042	55.5588	2	9.3061E+06	557062	896.4111	135.2	639	4767	CID-MSn
0	4043	55.5657	2	5.7667E+06	253165	505.2701	75.89	718	5562	CID-MSn
0	4044	55.5775	2	1.4958E+06	71944	606.6315	27.61	276	2362	CID-MSn
0	4045	55.5885	2	2.1879E+06	230730	541.3317	117.5	393	2528	CID-MSn
0	4046	55.6015	2	1.9925E+07	1.1606E+06	896.4115	175.3	707	4395	CID-MSn
0	4047	55.6072	1	1.04E+09	5.6394E+07	510.9678	1112	32701	32701	MS
0	4048	55.6208	2	1.9738E+07	4.1298E+06	540.796	632.4	530	3665	CID-MSn
0	4049	55.6332	2	3.3205E+06	425961	390.6812	180.4	377	2558	CID-MSn
0	4050	55.6440	2	2.0204E+06	240862	870.9205	96.04	320	2542	CID-MSn
0	4051	55.6545	2	434452	65872	990.5607	86.81	200	1480	CID-MSn
0	4052	55.6717	2	5.626E+06	575913	990.5617	375.5	837	5176	CID-MSn
0	4053	55.6913	2	308310	33115	191.6605	17.69	73	927	CID-MSn
0	4054	55.7023	1	1.3977E+09	8.8246E+07	765.9485	1425	28932	28932	MS
0	4055	55.7100	2	3.0016E+06	670025	733.3474	183.1	238	1690	CID-MSn
0	4056	55.7260	2	7.8145E+06	2.6355E+06	333.1928	747.9	273	1880	CID-MSn
0	4057	55.7367	2	1.1608E+06	102781	899.4152	26.26	163	1358	CID-MSn
0	4058	55.7455	2	1.1662E+07	1.7527E+06	540.796	417.6	595	4373	CID-MSn
0	4059	55.7543	2	1.1061E+06	194822	644.8363	119.1	223	1779	CID-MSn
0	4060	55.7678	2	1.6603E+06	135224	597.3039	67.5	318	2509	CID-MSn
0	4061	55.7767	1	1.5402E+09	1.2127E+08	457.7148	1957	27889	27889	MS
0	4062	55.7867	2	2.6923E+06	500018	1080.5864	292.2	322	2275	CID-MSn
0	4063	55.8042	2	6.4562E+06	724341	1081.5895	334	577	3785	CID-MSn
0	4064	55.8167	2	2.2684E+06	164230	916.9747	150	717	5239	CID-MSn
0	4065	55.8348	2	367550	29967	711.8492	21.27	124	1563	CID-MSn
0	4066	55.8498	2	3.3106E+06	418981	650.4074	90.07	316	2445	CID-MSn
0	4067	55.8597	2	542216	51604	787.4121	39.77	197	1884	CID-MSn
0	4068	55.8732	1	1.6486E+09	1.4912E+08	457.7141	2077	23662	23662	MS
0	4069	55.8810	2	1.0392E+07	1.0908E+06	972.444	411.3	982	6100	CID-MSn
0	4070	55.9005	2	1.7304E+08	2.9099E+07	540.7963	498.8	472	3325	CID-MSn
0	4071	55.9083	2	8.1897E+06	799790	191.6647	17.71	68	992	CID-MSn
0	4072	55.9162	2	1.0887E+07	1.5971E+06	805.4227	444.1	435	2828	CID-MSn
0	4073	55.9268	2	742205	52624	666.3781	51.42	294	2305	CID-MSn
0	4074	55.9440	2	1.9211E+07	3.8055E+06	450.2102	88.34	133	1115	CID-MSn
0	4075	55.9515	1	1.7355E+09	1.6841E+08	457.7139	2237	23372	23372	MS
0	4076	55.9593	2	2.0639E+06	262708	760.3681	104.9	273	2247	CID-MSn
0	4077	55.9735	2	2.4796E+06	240940	762.45	191.6	655	4530	CID-MSn
0	4078	55.9915	2	6.3578E+06	443674	480.2591	137.7	535	3366	CID-MSn
0	4079	56.0032	2	698519	152193	828.4019	205.5	245	1949	CID-MSn
0	4080	56.0225	2	663130	54073	1126.5658	62.64	318	2824	CID-MSn
0	4081	56.0382	2	1.4448E+06	105639	1126.5664	92.75	469	3849	CID-MSn
0	4082	56.0532	1	1.5447E+09	1.5082E+08	457.714	2274	24472	24472	MS
0	4083	56.0667	2	3.6283E+06	424409	191.6612	15.3	55	801	CID-MSn
0	4084	56.0775	2	169413	19942	784.4293	27.74	103	1388	CID-MSn
0	4085	56.0977	2	1.5915E+06	131326	554.9733	84.55	402	3209	CID-MSn
0	4086	56.1112	2	77316	6350.9	316.9498	7.472	30	652	CID-MSn
0	4087	56.1240	2	2.1168E+06	156296	1018.4501	146.3	631	4370	CID-MSn
0	4088	56.1435	2	1.3975E+06	296530	649.0321	196.4	267	2310	CID-MSn
0	4089	56.1568	1	1.6653E+09	1.6008E+08	457.7138	2122	23958	23958	MS
