Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed	InterferenceScore
706504	24	433.9022	99	106	1020	242	0	1	120	57	1.8986E+08	1.106	115	2.3797E+10	2.0211E+08	1.7173E+08	2.58E+07	86	1.4035E+09	76	27.1	0.1619	0.3402	7	1
706504	24	433.9022	99	107	1020	242	0	1	120	57	1.8986E+08	1.106	115	2.3797E+10	2.0211E+08	1.7173E+08	2.58E+07	86	1.4035E+09	76	27.1	0.1619	0.3402	7	1
706504	24	433.9022	99	108	1020	242	0	1	120	57	1.8986E+08	1.106	115	2.3797E+10	2.0211E+08	1.7173E+08	2.58E+07	86	1.4035E+09	76	27.1	0.1619	0.3402	7	1
706504	25	648.8461	99	102	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	9.3204E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	1
706504	25	648.8461	99	109	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	9.3204E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	1
706504	25	648.8461	99	110	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	9.3204E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	1
706504	25	648.8461	99	111	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	9.3204E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	1
706504	26	583.2986	99	112	23	-1	0	1	120	23	3.7751E+07	1.505	35	4.3289E+09	2.9539E+07	2.5082E+07	4.63E+06	86	8.7777E+08	44	27.1	0.5694	0.3496	8	1
706504	26	583.2986	99	114	23	-1	0	1	120	23	3.7751E+07	1.505	35	4.3289E+09	2.9539E+07	2.5082E+07	4.63E+06	86	8.7777E+08	44	27.1	0.5694	0.3496	8	1
706504	26	583.2986	99	115	23	-1	0	1	120	23	3.7751E+07	1.505	35	4.3289E+09	2.9539E+07	2.5082E+07	4.63E+06	86	8.7777E+08	44	27.1	0.5694	0.3496	8	1
