Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed	InterferenceScore
667076	0	495.285	0	5000	5154	-1	0	5022	5286	5154	26.998	16.58	22	820.17	0	1.6284	1.77	45	557.29	5154	34.5	-0.01107	0.3265	9	0
667076	1	495.285	0	5000	5462	-1	0	5330	5594	5462	89.717	89.72	22	2203.2	0	1	0	45	2234.6	5462	36.1	0.0001477	0.334	9	0
667076	2	495.285	0	5000	5814	-1	0	5682	5990	5814	1.3857	1.386	63	341.71	0	1	0	45	114.95	5814	25.3	-0.02498	0.3727	5	0
667076	3	514.79	0	5001	5309	-1	0	5177	5419	5309	91.062	40.78	22	2634.2	0	2.2331	4.49	45	2340.1	5302	39	-0.042	0.3208	10	0
667076	4	514.79	0	5001	5309	-1	0	5221	5551	5309	1.0663	1.066	138	344.45	0	1	0	45	91.882	5310	25.6	-0.06846	0.3727	5	0
667076	5	514.79	0	5001	5287	-1	0	5155	5573	5287	1.0656	1.066	222	424.72	0	1	0	46	88.993	5288	25.8	-0.06249	0.3727	5	0
667076	6	515.947	0	5002	5464	-1	0	5332	5552	5464	3.6386	3.435	22	290.68	0	1.0594	0.544	46	128.64	5463	25.2	-0.004995	0.3727	5	0
667076	7	515.947	0	5002	5090	-1	0	5002	5222	5090	30.047	30.05	22	849.33	0	1	0	45	725.41	5090	35.8	0.006632	0.3325	9	0
667076	8	515.947	0	5002	5596	-1	0	5486	5728	5596	2.7439	2.744	22	287.96	0	1	0	45	117.29	5597	25.3	-0.06036	0.3727	5	0
667076	9	515.947	0	5002	5420	-1	0	5288	5552	5420	39.238	39.24	22	1093.1	0	1	0	45	959.96	5420	36.1	-0.002105	0.3338	9	0
667076	10	522.581	0	5003	5289	-1	0	5157	5399	5289	33.535	20.22	24	1238.6	0	1.6587	1.77	45	927.25	5285	37	-0.002789	0.3295	9	0
667076	11	522.581	0	5003	5399	-1	0	5157	5531	5399	1.0736	1.074	146	382.52	0	1	0	46	88.604	5399	25.8	-0.05244	0.3727	5	0
667076	12	522.581	0	5003	5399	-1	0	5157	5531	5399	0.99769	0.9977	176	382.39	0	1	0	46	87.332	5399	25.8	-0.05666	0.3727	5	0
667076	13	539.626	0	5004	5400	-1	0	5180	5532	5400	1.0109	1.011	82	355.82	0	1	0	46	88.116	5400	25.8	-0.05246	0.3727	5	0
667076	14	539.626	0	5004	5840	-1	0	5730	5994	5840	1.7391	1.739	22	287.28	0	1	0	45	102.8	5839	25	-0.0037	0.3727	5	0
