Dataset	ScanNumber	Collision Mode	ParentIonMZ	BasePeakIntensity	BasePeakMZ	ReporterIonIntensityMax	Ion_126.128	Ion_127.125	Ion_127.131	Ion_128.128	Ion_128.134	Ion_129.131	Ion_129.138	Ion_130.135	Ion_130.141	Ion_131.138	Ion_131.144	Weighted Avg Pct Intensity Correction	Ion_126.128_SignalToNoise	Ion_127.125_SignalToNoise	Ion_127.131_SignalToNoise	Ion_128.128_SignalToNoise	Ion_128.134_SignalToNoise	Ion_129.131_SignalToNoise	Ion_129.138_SignalToNoise	Ion_130.135_SignalToNoise	Ion_130.141_SignalToNoise	Ion_131.138_SignalToNoise	Ion_131.144_SignalToNoise	Ion_126.128_Resolution	Ion_127.125_Resolution	Ion_127.131_Resolution	Ion_128.128_Resolution	Ion_128.134_Resolution	Ion_129.131_Resolution	Ion_129.138_Resolution	Ion_130.135_Resolution	Ion_130.141_Resolution	Ion_131.138_Resolution	Ion_131.144_Resolution
811913	21008	hcd	505.33	5251650.5	505.3225	450588.25	200410.86	215294.31	174057.03	0	198715.78	62645.29	70147.03	139707.27	0	106921.03	173466.16	4.9	97.61	104.64	93.21	226.32	103.13	44.93	43.5	69.69	158.16	53.05	87.08	66602	66102	66602	67306	65802	65002	65402	65702	66002	65702	66102
811913	21009	hcd	440.76	3563778.5	440.7587	497716.35	157620.12	256824.47	225980.43	497716.35	284865.07	81102.51	50655.82	108516.26	0	113691.99	222927.46	4.6	58.2	94.62	89.07	191.13	111.38	41.8	28.58	42.61	144.87	42.91	85.97	65602	66402	66702	66806	66402	64902	64702	65202	65902	65102	65402
811913	21010	hcd	612.37	7839497.5	612.3751	1268693.15	899021.16	1268693.15	863346.02	1131839.98	745902.96	0	44463.16	482249.94	0	367167.06	744709.29	5.5	384.86	537.3	401.83	523.11	343.43	57	44.12	208.46	278.39	161.61	320.41	67302	67606	67302	67502	66602	65302	64802	66902	67202	66602	66006
811913	21011	hcd	627.35	278626.81	126.128	300054.22	300054.22	158243.82	155316.84	0	128400.09	0	107031.31	78765.25	0	83047	189769.95	4.6	129.51	67.52	77.18	87.92	60.66	36.13	50.69	35.47	100.86	35.67	81.86	67006	65502	66702	66202	65602	64702	66202	65502	65506	64002	65602
811913	21013	hcd	496.32	16142571	496.3233	1037572.97	543575.8	1037572.97	564418.14	0	749784.19	115159.9	101544.71	279551.6	0	335801.18	633169.94	5.1	195.93	370.21	221.49	366.25	284.16	64.51	58.72	105.17	270.74	121.78	231.28	67302	67106	66902	67702	66902	65902	65802	66102	66402	65802	66502
811913	21014	hcd	781.74	3005370.5	130.1353	3163100.38	53048.14	223016.32	255341.62	0	1285705.3	107032.69	14694.46	3163100.38	0	1343619.39	778403.41	6.5	26.92	109.36	137.72	72.86	642	100.36	46.88	1559.71	190.16	712.47	382.33	64002	66202	66302	67600	67102	66502	64702	66506	58702	66602	67002
811913	21015	hcd	424.26	4425554	424.2648	679210.74	670264.76	166830.53	506846.1	0	679210.74	0	50869.22	667386.22	0	567490.72	316757.96	4.2	308.97	75.76	259.56	81.33	324.87	244.71	47.29	316	263.04	260.68	147.83	67202	66002	66902	66502	67106	66702	64902	67202	66402	65802	66702
811913	21016	hcd	484.33	14306373	484.3239	1247358.8	212268.02	278013.8	679750.76	0	268269.17	0	585323.03	102301.05	0	578829.82	520535.49	5.1	117.21	148.99	377.35	138.58	178.32	220.91	335.91	75.5	673.64	302.24	292.96	67102	67002	67006	67402	66602	67402	66602	67900	66802	66502	66602
811913	21018	hcd	522.28	8607988	730.386	118819.03	39738.48	46448.92	64971.62	0	77626.63	83304.55	54172.42	114978.4	0	77523.02	81869.48	2.4	13.13	15.29	22.62	40.55	27.22	29.97	19.65	38.97	29.3	25.96	26.8	62002	55800	64402	65106	63902	64702	63702	64702	64002	64002	64102
811913	21019	hcd	495.28	9822239	248.1812	629103.1	294799.33	629103.1	301510.36	0	382640.12	144170.98	82122.58	209247.94	348275.94	204977.91	312233.72	4.9	88.36	185.62	98.01	146.68	120.06	51.71	33.2	64.79	105.2	60.92	92.6	66902	66606	66602	67102	66402	65402	64002	65802	65402	65302	66202
811913	21020	hcd	718.33	316858.53	130.1413	333529.17	94407.37	188760.29	136150.35	0	180941.02	30874.66	26325.69	121438.16	0	98494.67	113792.06	5.4	53.78	105.61	82.26	90.44	107.48	23.98	25.71	69.36	185.76	56.57	68.67	66202	66502	66402	66602	66402	64202	64602	66502	66106	65202	65602
811913	21021	hcd	608.8	2075404.38	608.804	358150.14	100454.85	175228.13	184498.93	0	149256.17	58342.87	31294.9	65624.19	0	89822.18	204060.19	5	35.39	61.43	67.95	130.34	57.17	28.39	16.88	24.84	106.22	31.78	73.75	65502	66302	65402	66306	65202	64502	62002	64502	66102	64302	65702
811913	21022	hcd	427.51	1723502.13	110.0716	532737.74	218990.06	359383.17	418438.12	0	279419.23	289651.85	83917.81	185031.4	532737.74	100394.85	450497.82	3.9	77.69	125.69	154.01	178.38	108.89	111.17	39.95	69.94	189.9	36.78	159.81	66302	66602	67202	67002	66102	66402	64702	66902	65706	65302	66302
811913	21023	hcd	546.85	5953855	546.8461	627784.55	173024.24	293519.69	240977.48	0	275769.09	34605.04	54370.9	101696.07	0	99783.2	206604.26	5.1	72.29	122.03	107	268.73	121.47	31.09	31.76	43.43	113.5	41.86	87.05	66802	67102	65602	67306	65902	64902	64502	64702	66202	65102	65402
811913	21025	hcd	360.22	2036748.38	360.2248	385190.87	102936.83	382690.87	380581.56	0	385190.87	0	80217.56	148441.3	0	147154.09	328679.8	4.8	241.93	868.33	900.08	732.02	934.42	162.33	248.02	342.74	783.92	334.73	744.5	67502	67600	67800	67100	67604	67002	66502	66902	67202	67302	66102
811913	21026	hcd	651.39	1095174.75	421.7506	633447.81	37460.67	156866.47	208985.4	0	141482.51	0	35986.55	633447.81	164219.39	72400.5	123974	7.1	8.37	33.81	46.3	38.74	33.81	17.74	10.39	134.89	36.05	20.75	27.26	60100	64802	65406	65702	64802	62802	59200	65902	64902	63002	63402
811913	21027	hcd	441.25	6577226	466.2987	228688.49	113032.49	118961.5	141700.94	0	158086.73	25166.74	165211.31	62345.51	0	175648.26	115766.12	3.9	43.93	45.93	58.84	91.48	66.08	15.52	67.69	26.37	61.59	66.75	45.4	65402	65502	66202	66006	66002	60502	65602	64302	64802	65502	64802
811913	21028	hcd	552.88	7540395.5	552.8741	469238.49	326377.59	353961.47	366534.19	0	463177.93	0	77575.7	171018.07	0	140087.69	276140.89	4.6	126.25	135.69	153.14	188.29	188.38	31.65	44.54	67.34	182.2	55.07	109.61	67302	66602	66302	67802	66606	65002	65302	65802	66402	65302	66202
811913	21029	hcd	605.98	1786445.75	605.8678	143609.36	117055	118802.25	78799.23	88162.01	90200.91	53225.88	108305.43	54229.26	0	143609.36	104075.83	4.3	67.76	67.94	51.33	56.64	56.64	33.96	66.39	35.07	75.99	81.91	61	66202	66006	66002	65802	65902	64502	65802	64902	65402	65506	66002
811913	21030	hcd	625.39	1914602.25	625.3931	470334.93	210006.22	344048.71	327907.99	0	362230.15	72814.76	201703.94	111863.03	0	126872.96	275410.34	3.8	55.47	89.98	91.93	82.95	103.1	24.53	61.91	31.48	128.26	34.19	75.97	66502	67002	65702	66302	66202	63802	65802	65002	66306	64202	65702
811913	21031	hcd	718.08	236241.36	130.1414	248495.99	69941.47	149547.25	108850.75	0	138441.45	33248.35	26832.31	211490.83	0	83258.87	80873.89	5.6	48.37	101.6	79.52	84.59	100.27	31.04	28.29	143.93	168.3	60.59	59.04	65402	66506	66702	66802	66302	63902	64102	67002	66302	65302	65702
811913	21033	hcd	526.32	53073788	526.3154	2549916.48	881326.63	2549916.48	1195297.35	0	1508134.99	137322.6	280946.4	494874.07	0	515996.75	1047079.23	5.6	129.49	367.22	186.57	245.49	230.66	35.15	57.82	73.21	205.87	74.73	152.9	66402	67106	66502	67202	67602	64802	65802	65902	66002	66002	66002
811913	21034	hcd	454.77	1347663.63	303.1779	520244.11	168677.14	520244.11	233151.08	441347.1	270927.19	0	77181.68	227305.52	0	173092.44	328141.22	4.2	56.74	171.98	83.17	160.83	95.94	73.32	34.69	78.68	155.44	58.3	110.14	65502	67306	65802	66402	66602	66102	64902	65802	66002	65602	66002
811913	21035	hcd	573.37	4850454	573.3688	411235.87	115739.13	129411.76	153893.59	0	232398.76	75531.63	35696.15	411235.87	0	177490.35	252505.05	4.5	50.5	55.7	71.77	72.73	104.92	40.92	23.48	177.12	100.09	81.37	109	65502	66002	66502	66502	66602	65202	63202	66806	66302	65402	66002
811913	21036	hcd	828.44	677776.19	828.4366	544901.14	123702.07	82818.96	210790.03	544901.14	535764.38	0	3477.22	51867.24	0	55002.14	81320.04	7.7	169.01	117.17	311.42	756.27	755.39	74.82	59.91	75.12	491.34	77.64	127.64	66802	66502	67402	67406	67902	65902	65502	68000	66002	65202	66102
811913	21037	hcd	636.86	1869249.38	636.8607	355204.32	111812.13	355204.32	200635.56	0	173880.56	41941.4	14076.6	115661.7	0	56695.02	277658.68	6.4	60.65	189.15	113.95	65.72	101.17	27.38	14.66	63.61	73.24	32.38	148.62	66202	67006	66202	66002	66802	64902	60402	65702	65502	64102	66406
811913	21038	hcd	866.1	234901.67	742.4308	114692.07	92679.37	20290.24	26619.45	22297.22	99341.59	0	8967.95	87907.35	0	114692.07	72175.49	6.6	57.18	12.56	21.91	15.01	63.46	5.79	9.62	57.72	22.33	73.68	45.69	66302	62202	63302	62502	65706	56900	60300	65502	63702	65602	64902
811913	21040	hcd	437.27	143860640	437.2727	9436823.34	4238214.53	9436823.34	5483117.33	7403978.83	6376348.24	0	257203.96	2851491.84	6694342.96	2136054.03	5956589.5	5.1	426.68	938.85	591.08	813.03	678.01	29.74	80.68	287.63	684.86	220.74	606.81	67302	67106	68002	67800	67500	64502	65802	66402	66706	67302	65702
811913	21041	hcd	683.89	6059753	683.8916	3012896.29	402736.96	2112097.06	665866.97	1092913.39	346080.53	26541.58	50279.62	274850.99	0	232369.3	638548.02	8.3	121.58	628.53	210.62	377.57	121.67	31.45	48.53	84.44	901.66	71.38	218.28	67002	66906	67902	66902	65902	64302	65302	69500	66606	65602	66202
811913	21042	hcd	427.01	3186688.25	490.7781	510356.24	250693.45	395053.17	439698.47	0	254318.49	307984.69	78752.44	141252.14	510356.24	116943.86	456434.51	4.3	107.85	167.03	196.31	208.52	121.43	140.41	45.09	66.75	219.24	50.57	195.5	67002	67102	66902	67202	66502	66502	65102	67102	65806	65202	66002
811913	21043	hcd	775.03	164914.3	221.0957	93681.86	33818.28	93681.86	42267.46	0	48981.7	0	3257.64	37709.19	0	40380.74	38209.05	4.8	16.66	45.54	22.3	41.42	25.42	15.52	3.73	19.45	28.65	19.92	19.13	63202	64806	64302	65702	63302	62002	46100	63702	63902	62102	62802
811913	21044	hcd	626.7	566555.25	626.7015	447113.04	88977.53	272535.62	254158.55	341169.03	274282.13	68226.66	67327.56	90761.94	0	99803.26	218457.38	4.3	43.77	131.65	128.38	175.92	142.4	43.85	46.04	46.63	218.2	48.93	110.75	66102	66602	66902	67302	66902	65402	65302	65802	66306	64702	66002
811913	21045	hcd	573.37	4345703.5	573.3681	397018.9	95321	144036.54	153597.33	0	211514.24	56984.18	47487.4	397018.9	0	159213.55	242064.12	4.6	56.91	84.98	97.12	107.8	132.27	45.99	39.09	235.68	152.07	100.72	143.88	65702	66502	66002	67302	66902	64902	64902	66606	66502	66102	66502
811913	21046	hcd	396.59	2975313.25	529.3562	503380.41	168650.87	101534.38	219503.16	0	113119.17	0	466871.59	58064.19	0	503380.41	186313.89	6.2	101.04	60.26	138.95	102.26	82.91	19.54	279.7	44.9	131.34	291.1	111.37	66302	65702	67002	66602	65802	64400	66702	65502	65702	66106	66902
811913	21048	hcd	865.77	813689.81	742.4308	343758.52	306902.44	39879.2	71732.71	26143.04	271438.02	8312.7	0	246343.12	0	343758.52	177338.58	6.3	31.35	4.03	10.12	2.98	27.99	1.7		25.73	7.31	34.93	17.75	64906	45100	59100	42100	64402	43900		64102	60000	64506	61602
811913	21049	hcd	556.98	8167826	556.8292	2573584.2	68997.78	646108.21	523266.62	0	491966.65	2573584.2	175850.96	200797.1	0	218302.84	353270.14	8.1	11.24	100.26	83.73	86.54	83.11	397.71	34.64	52.96	112.85	34.41	57.53	61700	66502	66302	66902	66202	66506	64702	65602	65902	63502	65102
811913	21051	hcd	493.81	14836929	493.8091	1188751.76	353500.3	809272.46	636058.05	0	694461.61	37870.54	51944.7	295949.16	0	223402.09	561005.26	5.2	277.52	628.8	523.92	972.23	576.85	92.6	96.15	233.9	882.43	178.2	454.66	67102	68102	67202	67104	67400	66702	66202	68202	66202	66502	66502
811913	21052	hcd	445.77	15585730	445.7718	1458291.32	402657.67	637975.2	557939.22	0	477428.44	0	142421.09	306868.09	0	215140.44	1001658.63	4.6	224.96	353.49	328.57	828.63	284.94	212.32	100.57	176.21	337.13	120.79	542.28	67302	67302	67502	67306	67902	66202	66302	66302	66602	67902	65702
811913	21053	hcd	743.91	691810.5	743.9035	225039.22	84475.49	176249.76	98783.8	0	138303.1	8917.9	22160.68	129581.24	0	84654.24	122972.59	5	97.23	200.23	122.26	270.35	165.27	29.8	38.09	147.15	163.26	98.66	140.34	66502	66802	66202	67306	66502	64402	64702	67102	66102	65502	66402
811913	21055	hcd	610.64	2124821.75	749.4042	860213.95	117664.26	134304.74	180979.56	0	441268.51	106493.59	0	860213.95	0	488962.58	402841.51	3.7	1.88	2.1	3.11		7.15	2.02		13.69	7.04	8.08	6.45	41500	42900	44100		58600	45200		60806	60100	57400	62100
811913	21056	hcd	631.96	824464.38	631.8943	218195.91	94676.33	132210.53	118818.67	218195.91	125448.63	38159.9	16177.35	150975.23	0	111108.46	173168.35	4.4	6.57	9.11	8.82	15.75	9.23	3.79	1.89	10.58	10.78	7.84	11.94	62200	61000	59600	62106	58400	45500	43600	58800	60900	58400	60702
811913	21057	hcd	540.31	1819732.88	540.3074	290830.91	118100.79	183390.57	144396.36	290830.91	155501.1	109014.59	76284.73	105171.35	0	85216.28	152673.78	3.5	66.87	103.27	87.75	173.25	94.5	72.09	50.8	63.29	116.75	49.16	87.74	65902	66702	66802	66806	66102	66202	65402	66202	65502	64802	66102
811913	21059	hcd	477.27	6616852.5	477.2681	1148977.02	1148977.02	891991.89	133441.99	126355.29	111893.21	0	31806.24	95190.06	0	117091.86	195710.62	10.6	917.88	701.62	178	155.87	98.47	48.04	33.13	78.97	120.35	93.21	154.82	67506	67402	66802	66602	66202	65702	64102	66402	65802	65502	66106
811913	21060	hcd	668.7	1305677.63	668.6985	690267.34	359069.37	88183.38	690267.34	0	250659.95	0	25567.73	78521.72	0	396466.29	527379.05	7.1	147	36.57	291.52	185.38	120.01	32.21	16.93	37.68	51.37	156.21	207.79	67302	66200	66906	66702	66002	64602	61302	64302	65102	66202	66406
811913	21062	hcd	471.81	3221790.75	471.8055	1966337.69	137176.15	823321.63	961307.15	0	585510.69	287750.94	135073.77	323828.82	1966337.69	212300.26	571068.9	6	62.3	357.48	427.66	384.42	286.9	148.19	97.74	147.36	847.36	95.25	270.45	65802	68002	67506	67002	67402	66802	66002	69002	66202	65702	66602
811913	21064	hcd	514.56	4974765.5	671.3732	350470.87	172676.09	350470.87	242495.1	0	224938.11	0	60129.32	79867.69	0	67518.98	127807.22	5	87.96	175.43	130.73	114.6	122.49	41.54	39.97	42.38	132.03	34.7	67.16	66402	67206	66602	66702	66702	65902	64902	65702	65602	64602	65602
811913	21065	hcd	694.03	604406.56	129.1317	650257.28	30647.7	38653.57	58825.23	0	39659.44	0	28745.19	10985.66	0	42563.14	54403.09	10.6	13.91	17.33	27.79	29.21	19.99	288.43	14.32	20.97	19.01	18.88	24.51	61202	62802	63902	63902	62802	66606	65400	64202	62902	63302	63902
811913	21067	hcd	617.38	5572044	617.3768	816240.1	298579.31	525282.15	474164.02	816240.1	688899.48	182067.12	40588.11	171331.29	0	208163.04	427131.59	4.7	98.7	171.69	165.92	280.46	235.73	75.99	32	60.16	224.52	68.04	142.76	66502	66802	66802	67606	67402	65702	64102	66702	66102	65602	66202
811913	21069	hcd	617.03	3958578.25	617.3771	701846.88	270327.67	399076.7	399175.24	0	507042.63	158194.56	52997.35	137869.65	0	167131.51	306884.45	4.6	99.29	145.69	155.91	268.29	195.73	73.77	35.88	54.72	221.65	61.76	117.35	67002	66802	66802	67106	66902	66002	64502	66702	65902	65202	66402
811913	21071	hcd	635.35	942315.31	635.3531	399074	89467.56	247255.87	212882.22	399074	254510.58	99030.11	86684	84694.1	0	83115.9	219100.54	4.1	63.49	173	156.41	293.35	189.92	86.49	77.87	63.6	280.06	58.49	157.5	65402	67302	67202	66906	67402	66102	66802	66502	66202	66302	66202
811913	21072	hcd	716.38	804439.19	716.4053	327395.19	129634.21	271165.06	190628.36	0	191849.62	0	79605.25	92863.84	0	141075.87	203555.31	4	57.03	117.61	88.51	151.25	89.73	28.52	40.89	42.52	81.55	61.17	88.68	66102	66102	66602	67106	65802	65102	65202	64502	65702	65202	66202
811913	21074	hcd	372.27	3283959.25	372.2714	759299.03	262601.22	259564.15	217537.63	0	347497.21	47615.27	26087.51	60217.94	0	107607.77	204903.61	6.5	271.13	269.05	249.37	798.06	372.97	96.91	59.95	67.02	468.96	110.5	222.05	67102	67302	67102	67206	68002	66202	65802	67802	66602	66702	66202
811913	21076	hcd	544.24	755336.69	749.4042	275113.89	61223.9	94091.08	79572.03	0	86556.25	42932.2	28637.44	122816.57	0	275113.89	71812.29	4.5	28.52	43.11	39.4	44.49	42.58	23.32	16.7	60.41	54.73	125.15	33.97	64902	65902	65102	64902	65302	63502	63302	66002	65702	65902	65202
811913	21077	hcd	637.34	587959.19	637.3622	125750.69	61163.19	112087.57	86261.9	125750.69	101567.52	0	31170.45	124556.89	0	53517.51	102700.64	4.1	18.6	33.62	27.84	40.53	32.49	12.7	11.64	37.63	26.06	17.09	30.77	63402	64802	64802	65006	65402	61102	61802	64202	63502	61302	63902
811913	21079	hcd	766.12	1293340.63	766.3184	286949.28	52168.78	41203.27	112510.54	0	180475.48	0	41491.23	286949.28	119716	209608.88	138754.01	3.4	18.74	14.53	42.29	14.05	66.96	33.82	19.26	103.86	44.12	76.13	49.17	62302	62502	65202	62602	66102	64502	62402	65406	65002	65302	65102
811913	21080	hcd	752.4	1078097.13	130.1351	1145097.73	24980.36	53000.53	89710.62	0	241100.05	0	22656.95	1145097.73	0	197149.23	86157.36	8.1	19.15	39.61	71.56	38.72	185.53	54.24	28.26	849.85	57.55	179.24	65	63502	65402	66302	65202	66802	65902	63702	66306	71700	66102	66402
811913	21082	hcd	471.29	3312925.25	471.2758	428506.04	158428.77	334761.27	235868.11	0	229352.04	0	56006.87	428506.04	0	176827.93	194913.07	5.3	87.96	182.5	138.05	140.08	135.34	40.42	42.1	233.85	169.77	103.46	109.43	66202	66906	67202	66602	66402	65102	65402	66802	66302	65102	66102
811913	21083	hcd	723.76	537792.13	130.1351	560488.14	16644.61	56335.51	117914.12	52223.51	508273.24	145165.88	25787.22	560488.14	0	206997.11	160578.35	5.5	12.44	40.45	91.51	43.64	372.93	117	41.9	410.5	118.59	162.91	117.62	62202	64702	66302	65800	66902	66002	65302	66206	67402	65802	66302
811913	21085	hcd	625.32	403026.66	625.3174	209864.99	75582.72	131884.38	111683.34	123586.81	147676.29	53214.35	94866.49	65031.62	0	65247.09	114205.12	3.3	51.7	88.64	80.86	90.74	106.25	41.31	72.44	46.04	143.36	44.22	79.22	65602	66802	66602	66702	66002	65002	65702	65602	65906	65102	65602
811913	21087	hcd	587.84	11489658	587.8361	1037556.97	184689.14	313734.91	314975.06	0	648018.52	33526.07	57364.78	157309.18	0	164652.61	337364.05	6.6	25.44	43.14	46	143.13	90.83	13.51	16.44	21.71	133.94	22.51	49.06	64602	65102	65102	67206	66302	61902	62602	64500	66202	63302	65502
811913	21088	hcd	488.54	1515079.25	457.2979	1124261.79	69795.03	77741.36	70195.8	94206.68	68632.35	39595.83	43153.33	1124261.79	0	79637.76	64491.63	8.8	36.44	39.97	39.49	51.74	38.26	39.02	25.18	561.28	53.47	62.77	33.81	65302	65502	65602	65502	64402	65302	64802	66406	68502	65202	65602
811913	21089	hcd	720.39	310849.81	720.4226	106525.09	54352.49	52560.23	56937.45	106525.09	75495.85	36015.48	19497.52	75272.83	0	69366.2	58243.91	4	21.57	20.81	24.57	43.93	31.59	17.35	10.36	30.94	37.94	28.01	23.81	63502	64102	64102	65006	65002	62302	60700	64702	64702	63902	63802
811913	21091	hcd	694.36	1039724.56	129.1317	1121912.93	31942.74	32263.3	60830.49	0	38306.5	0	0	24445.8	0	31392.62	74437.03	12.1	10.87	10.79	21.51	18.17	14.3	370.66		28.34	17.53	10.66	25.09	62200	60200	64202	62602	62102	66806		63402	63602	60100	62702
811913	21092	hcd	376.74	2245525.25	376.7389	504267.11	134968.46	504267.11	168987.1	0	197638.47	0	79852.69	162482.72	315158.27	220474.42	367363.08	4.8	64.87	239.09	86.99	206.81	100.99	50.81	47.3	81.73	155.94	105.58	176.02	66102	67206	66002	66702	66502	65502	65402	66002	66002	65902	66206
811913	21094	hcd	481.25	3128886.25	481.2568	196058.4	143796.96	196058.4	175491.21	188128.72	110108.79	46201.48	35588.1	55991.01	0	53647.85	161582.67	4.5	109.05	147	141.8	153.78	92.84	44.15	34.06	44.74	104.54	41.32	122.85	65902	66902	67102	66606	66302	65202	65302	64602	65802	64902	66002
811913	21095	hcd	794.41	308490.19	504.3347	133258.95	27306.76	42164.58	76394.73	0	133258.95	79814.97	7649.75	22363.67	0	31554.85	26929.19	5	23.53	35.53	67.86	58.05	115.92	68.83	14.03	22.6	57.19	26.35	23.84	63902	65602	65702	65802	66506	65602	63002	63102	65302	63802	63002
811913	21097	hcd	711.05	1045973.06	130.1351	1088167.9	774417.68	225786.96	355224.43	131823.47	795557.16	0	22563.91	1088167.9	493152.78	421189.01	377877.26	6.2	249.34	71.88	136.96	50.38	263.03	108.59	25.74	352.02	160.05	146.02	123.82	67402	66202	67002	65802	67102	66302	63802	66306	67302	66302	66402
811913	21098	hcd	720.14	183760.97	720.4231	154979.35	57288.41	58970.71	79957.27	154979.35	81737.94	31070.14	22032.02	67228.21	0	98605.25	58226.3	4.5	18	18.54	26.7	49.94	27.46	13.06	9.27	22.26	35.89	30.99	19.04	63002	63202	64802	65506	64102	60802	57600	63302	64502	64102	62502
811913	21100	hcd	585.32	2500950.5	585.3178	370078.37	81896.13	171907.12	149213.17	0	245024.41	29117.35	52545.73	73161.2	0	100997.11	122854.32	5.5	35.09	72.87	67.22	157.24	108.1	22.07	32.02	32.11	154.54	42.31	55.33	65202	66302	66302	66702	66302	63902	65402	66802	65506	64302	64702
811913	21101	hcd	959.51	480002.75	659.3751	305070.67	4525.84	142657.4	174047.83	0	134824.12	0	24801.91	54928.95	0	58483.69	67956.06	6.9	3	78.74	96.96	173.37	81.51	9.06	22.73	30.91	167.97	32.92	42.69	45800	66202	66402	66806	65402	61900	63402	65102	66002	64402	64402
811913	21104	hcd	679.71	1053327.5	129.1317	1122887.01	79490.03	245530.54	207074.73	0	106774.26	1122887.01	203587.15	26022.24	0	76173.4	195188.59	8.5	51.8	155.88	137	180.24	79.78	701.12	132.6	54.57	87.19	46.94	121.38	65802	66702	67102	66902	65702	67206	67502	65202	65902	64502	66002
811913	21106	hcd	601.31	2640538.75	601.4246	471914.05	284842.16	366135.42	291560.66	0	331006.14	73299.69	391920.79	191515.77	0	471914.05	274556.62	4	47.56	60.6	53.02	55.32	60.25	16.1	69.54	35.04	59.54	78.72	47.01	66002	65802	65402	66302	66002	63102	65202	64602	65302	65506	64702
811913	21107	hcd	766.12	680134.63	766.3187	310096.22	71615.24	48216.48	101422.42	0	210756.79	116379.21	25808.85	310096.22	0	204239.14	146381.15	3.6	18.79	12.51	28.67	15.29	56.82	32.83	10.75	82.93	38.31	55.56	38.78	63702	62302	64502	63602	65702	64002	60300	65906	65502	64702	64502
811913	21108	hcd	626.66	849099.63	844.4319	151940.34	42248.45	110900.46	93659.2	0	115529.61	0	35867.26	62077.93	0	44005.07	83079.89	3.8	22.56	58.3	52.05	68.92	64.9	27.4	24.46	34.16	81.19	23.79	45.19	63602	66002	65702	66002	65802	63702	64302	64002	66106	63302	64602
811913	21109	hcd	671.81	1373564.75	671.8115	421016.88	148500.34	421016.88	181026.54	0	247445.36	0	19094.91	74249.9	0	94222.69	135717.86	6	69.89	194.6	91.47	100.37	121.23	52.29	18.98	37.74	131.26	43.69	65.47	66002	67106	66202	66602	66402	65402	62602	65902	66002	64802	65802
811913	21110	hcd	563.33	3506730.75	563.3325	340867.64	159380.53	148431.62	165202.42	148672.89	203059.99	34508.96	63868.37	340867.64	0	218117.25	201663.39	4.2	144.77	133.43	163	145.11	194.95	47.66	71.2	310.85	148.26	204.85	182.84	66802	67102	66602	67402	67102	65902	65902	66806	66702	65902	66802
811913	21112	hcd	635.35	1654931.25	635.3542	640711.98	94164.19	335098.64	333927.63	586607.05	345677.16	0	134442.38	112727.01	0	93512.82	337995.65	4.3	31.69	110.37	113.93	201.79	122.28	66.09	55.94	40.03	211.39	31.31	115.06	64702	66802	66802	66702	67002	65702	65802	65902	66206	65102	65602
811913	21113	hcd	887.43	1762596	887.4348	543195.86	56461.03	526387.36	110425.7	0	92968.9	0	13423.61	60704.07	0	99662.48	91062.79	6.5	26.17	240.2	53.23	266.91	46.67	20.49	13.15	29.07	154.49	45.16	45.6	64102	66902	65702	66706	64602	63602	61602	65502	65702	64602	65202
811913	21114	hcd	679.37	1607081.13	679.3639	564571.07	95218.04	261727.38	230243.53	0	142970.58	564571.07	115986.89	47086.14	0	91106.06	197204.45	6.1	35.66	96.36	88.72	99.02	59.93	211.02	47.43	29.4	69.45	33.62	73.57	65002	66402	66802	66402	66102	66906	64802	65702	65602	64302	65402
811913	21115	hcd	959.85	385562.34	659.3754	366657.18	21604.3	142451.43	188700.66	326298.9	151330.01	5606.6	26501.83	48876.66	0	65864.93	92188.7	6.9	12.46	79.11	106.41	186.57	91.82	14.94	25.36	28.22	203.26	36.85	57.12	62802	66302	66902	66802	66402	62602	64802	65702	65906	64402	65102
811913	21117	hcd	506.97	5337496	506.9756	441929.63	142005.13	94684.57	98438.18	0	166862.09	0	27150.34	121244.89	0	84237.77	441929.63	5.4	70.84	46.95	55.45	85.42	86.15	142.08	19.47	67.3	66.62	42.76	213.84	66002	65202	66002	66202	65702	66202	63102	65602	65602	66702	65906
811913	21119	hcd	565.84	3132215.5	565.8412	254838.09	102831.38	65974.9	254838.09	0	124854.77	0	30990.05	37438.76	0	131052.76	139768.85	5.2	76.55	48.48	193.74	104.43	104.27	50.4	29.23	32.39	69.85	93.36	100.76	65902	64902	67006	66502	66202	65502	64402	63902	65602	65602	66106
811913	21120	hcd	782.08	1910690.75	130.1351	2001867.58	50352.65	221909.04	141338.18	87260.59	920246.14	87325.74	18889.39	2001867.58	0	1075885.54	553172.83	5.9	18.49	79.17	57.25	38.22	332.74	52.98	28.12	715.15	126.98	403.93	197.1	63502	66202	65602	65900	67402	65802	64302	65906	68402	66302	66702
811913	21122	hcd	559.82	1267468.25	376.276	281352.64	96153.47	155169.81	153723.76	0	200323.95	76820.37	24450.69	84233.78	0	61675.02	101122.94	4.6	40.85	64.86	68.55	114.68	87.77	38.56	17.92	36.32	114.86	25.94	44.23	65802	65902	66502	66602	65802	64802	63102	65502	65706	64202	64802
811913	21123	hcd	365.73	7734721.5	367.2297	302328.1	30018.2	154858.28	83501.37	0	172212.39	0	17968.55	26746.34	196739.12	36501.32	62311.09	6.1	32.36	164.92	93.88	334.24	189.65	60.87	35.17	31.47	208.78	38.96	71.81	65002	67002	66002	66706	67002	66102	65002	65802	66302	64102	65102
