scan_num, scan_time, type, bpi, bpi_mz, tic, num_peaks, num_deisotoped
21001,68.8801,2,6222745,230.16992,59644168,110,0
21002,68.8824,2,528381.19,129.13780,15600542,290,0
21003,68.8847,2,1405710.25,262.15073,16626860,286,0
21004,68.8870,2,486356.09,230.16997,6707371,137,0
21005,68.8893,2,719312.5,127.13091,7501274.5,169,0
21007,68.8960,2,4694603.5,756.40796,85952160,147,0
21008,68.8982,2,2907040.5,230.16994,66126124,136,0
21009,68.9005,2,754864.19,616.81622,15414860,257,0
21010,68.9028,2,411246.25,878.97321,7269131,94,0
21013,68.9152,2,1272383,175.11874,35103380,205,0
21014,68.9175,2,29045660,110.07147,212729680,137,0
21015,68.9197,2,1108703.75,129.13765,22933288,177,0
21016,68.9220,2,628973.5,110.07156,7574134,175,0
21017,68.9243,2,619822,264.13400,7757909.5,175,0
21018,68.9266,2,721253.25,262.15076,9189572,227,0
21019,68.9289,2,542218,130.14105,10243725,208,0
21021,68.9362,2,2408831,404.23386,33749156,247,0
21022,68.9385,2,567117.81,358.22855,11319382,202,0
21023,68.9408,2,796746.13,130.14101,15741608,209,0
21024,68.9430,2,672441.5,376.27539,12933607,243,0
21025,68.9453,2,697444.63,131.13812,15132675,248,0
21028,68.9576,2,922811.69,230.17001,18819754,263,0
21029,68.9599,2,793029.19,230.16997,16887772,221,0
21030,68.9622,2,3805471.25,175.11877,60097328,126,0
21031,68.9645,2,893582.81,230.16995,12554927,224,0
21032,68.9668,2,311869.94,878.97351,6109114,75,0
21034,68.9735,2,616352.06,127.13119,10051051,242,0
21035,68.9758,2,647860.63,196.07155,9845360,182,0
21036,68.9781,2,565463.38,127.13115,15720489,278,0
21038,68.9847,2,27660780,414.51413,643067520,146,0
21039,68.9870,2,3777100.25,500.83109,55953280,202,0
21040,68.9892,2,542872.19,230.16997,10607197,235,0
21041,68.9916,2,281113.63,110.07154,6427381,213,0
21042,68.9938,2,351944.97,127.13109,13527842,298,0
21043,68.9961,2,218759.44,131.13814,5693295.5,169,0
21045,69.0034,2,7703452.5,552.35016,175501230,206,0
21046,69.0057,2,1961543.5,136.07558,72185584,288,0
21048,69.0124,2,1756819.88,175.11888,47369036,129,0
21049,69.0147,2,866582.56,230.16994,14619013,177,0
21050,69.0169,2,788697.56,129.13776,22880918,387,0
21052,69.0236,2,23471060,262.15060,207519200,144,0
21053,69.0259,2,4150811.25,213.63654,45890496,234,0
21055,69.0325,2,1640805.38,358.22849,28538772,139,0
21056,69.0348,2,686153.94,196.07161,11162177,195,0
21057,69.0371,2,2326828.5,110.07156,38813736,338,0
21058,69.0394,2,1914537,376.27542,35733204,343,0
