Reporter_Ion	Observation_Rate	Observation_Rate_Top80Pct
Ion_126.128 	100.0           	100.0
Ion_127.125 	100.0           	100.0
Ion_127.131 	100.0           	100.0
Ion_128.128 	100.0           	100.0
Ion_128.134 	100.0           	100.0
Ion_129.131 	100.0           	100.0
Ion_129.138 	100.0           	100.0
Ion_130.135 	100.0           	100.0
Ion_130.141 	100.0           	100.0
Ion_131.138 	100.0           	100.0
