Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed	InterferenceScore
0	0	600.3734	21000	21001	21012	-1	0	21000	21124	21012	2.1074E+07	3.735	42	1.3394E+09	2.116E+07	5.6428E+06	7.81E+06	50	7.6575E+08	21029	18.8	0.393	0.3898	17	0
0	1	595.9902	21000	21002	21020	-1	0	21000	21121	21020	5.304E+06	3.839	71	3.8684E+08	4.0258E+06	1.3814E+06	1.49E+06	76	2.1323E+08	21043	26.2	0.3033	0.484	21	0
0	2	685.6582	21000	21003	21012	-1	0	21000	21044	21012	4.019E+06	3.708	26	1.4623E+08	5.1483E+06	1.084E+06	1.15E+06	76	7.101E+07	21017	11.7	0.4862	0.33	12	0
0	3	875.9375	21000	21004	21012	-1	0	21000	21027	21012	3.7002E+06	2.602	9	1.0339E+08	2.9965E+06	1.422E+06	1.44E+06	76	4.8537E+07	21016	8.23	-0.2451	0.3651	9	0
0	4	738.8845	21000	21005	21000	-1	0	21000	21000	21000	2.4429E+06	4.561	0	2.565E+06	1.1813E+06	535637	382708	50	1.3521E+07	21006	3.6	-0.4646	0.433	3	0
0	5	711.0076	21006	21007	21000	-1	0	21000	21006	21000	3.188E+07	8.918	6	3.8223E+08	3.1661E+07	3.5749E+06	7.5E+06	75	3.3756E+08	21006	3.6	-0.5206	0.433	3	0
0	6	567.9954	21006	21008	21011	-1	0	21000	21181	21011	2.8561E+07	5.426	19	1.3029E+09	3.0659E+07	5.2639E+06	9.18E+06	50	6.6782E+08	21016	12.5	0.6929	0.4004	13	0
0	7	702.8176	21006	21009	21285	167	0	21000	21033	21012	3.1947E+06	1.307	24	1.1249E+08	3.7952E+06	2.4434E+06	1.63E+06	76	1.1944E+07	21015	5.92	-0.05992	0.3849	7	0
0	8	878.9736	21006	21010	21044	-1	0	21000	21133	21044	3.5455E+06	3.881	61	1.8137E+08	1.4833E+06	913440	847319	50	6.3318E+07	21047	16.6	0.157	0.2893	17	0
0	9	1066.5084	21012	21013	21011	-1	0	21000	21081	21011	1.1914E+07	5.339	19	4.5584E+08	1.0625E+07	2.2315E+06	3.63E+06	50	2.5441E+08	21014	10.3	0.4917	0.2764	11	0
0	10	511.9271	21012	21014	21047	-1	0	21000	21241	21047	1.487E+08	4.432	72	1.3846E+10	9.2395E+07	3.3555E+07	4.99E+07	76	8.1536E+09	21053	26.6	0.2872	0.322	23	0
0	11	427.2944	21012	21015	21047	-1	0	21000	21237	21047	1.9229E+07	4.626	64	1.6625E+09	1.1181E+07	4.1566E+06	5.52E+06	76	9.2453E+08	21058	26.7	-0.03854	0.2476	22	0
0	12	621.3215	21012	21016	21012	-1	0	21000	21037	21012	3.3867E+06	5.986	5	4.3451E+07	2.4658E+06	565787	200733	75	2.1294E+07	21014	7.48	-0.1041	0.3797	9	0
0	13	754.8547	21012	21017	21012	-1	0	21000	21079	21012	2.8108E+06	4.501	30	8.0052E+07	2.0145E+06	624444	483160	50	2.8385E+07	21019	12	0.5771	0.4226	13	0
0	14	691.6608	21012	21018	21037	-1	0	21000	21079	21037	3.4812E+06	4.584	36	1.0835E+08	1.8781E+06	759396	622267	76	4.7785E+07	21030	13.6	-0.03837	0.2789	14	0
0	15	558.8311	21012	21019	21133	-1	0	21000	21321	21133	6.3495E+07	4.939	76	6.2431E+09	7.8727E+06	1.2857E+07	1.93E+07	76	3.6599E+09	21134	25.8	0.06025	0.2234	19	0
0	16	516.7836	21020	21021	21026	-1	0	21000	21068	21026	4.2023E+06	3.327	41	2.3687E+08	5.652E+06	1.2632E+06	1.38E+06	76	1.2704E+08	21029	16.2	0.3061	0.2291	17	0
0	17	471.7618	21020	21022	21012	-1	0	21000	21037	21012	2.2022E+06	3.139	6	3.8223E+07	1.03E+06	701489	403395	76	9.8249E+06	21015	6.07	-0.13	0.3746	7	0
0	18	533.322	21020	21023	21232	67	0	21000	21293	21093	3.6577E+07	6.017	48	2.8069E+09	4.4407E+06	6.0788E+06	8.95E+06	76	1.6066E+09	21105	25.2	0.2581	0.2676	19	0
0	19	438.7245	21020	21024	21044	-1	0	21000	21237	21044	3.3413E+06	2.929	108	3.7599E+08	3.5136E+06	1.1406E+06	1.2E+06	76	1.5291E+08	21053	26.4	0.3702	0.3494	23	0
0	20	629.3593	21020	21025	21027	-1	0	21000	21051	21027	2.7983E+06	2.112	26	9.4893E+07	3.0441E+06	1.3248E+06	1.11E+06	76	3.0076E+07	21026	7.39	0.02312	0.3464	8	0
0	21	744.9311	21027	21028	21114	-1	0	21000	21321	21114	1.2883E+07	2.924	132	2.0282E+09	3.9678E+06	4.4053E+06	4.51E+06	76	9.3909E+08	21123	40	-0.04815	0.2542	29	0
0	22	444.2787	21027	21029	21079	-1	0	21000	21202	21079	6.4625E+06	3.374	124	7.1893E+08	2.8894E+06	1.9152E+06	2.0E+06	76	3.751E+08	21081	33.2	0.008078	0.2034	28	0
0	23	599.3848	21027	21030	21090	-1	0	21000	21121	21090	4.7082E+07	2.478	63	4.046E+09	2.2253E+07	1.8997E+07	1.82E+07	76	1.9261E+09	21083	23.8	-0.2209	0.2706	18	0
0	24	713.3953	21027	21031	21051	-1	0	21000	21068	21051	4.2101E+06	2.519	27	1.6216E+08	3.0093E+06	1.6712E+06	1.4E+06	50	7.4591E+07	21051	11.4	-0.1377	0.3261	11	0
0	25	879.4756	21027	21032	21044	8	0	21000	21047	21026	1.5264E+06	2.329	24	5.0667E+07	1.639E+06	655475	491477	50	1.9183E+07	21023	7.84	0.2193	0.3021	9	0
0	26	611.8317	21033	21034	21027	-1	0	21000	21093	21027	2.116E+06	3.356	30	8.0667E+07	2.3871E+06	630460	499888	50	3.0168E+07	21031	11.4	0.3251	0.2575	13	0
0	27	667.8625	21033	21035	21093	61	0	21033	21141	21063	1.2653E+06	1.978	53	9.1808E+07	651732	639680	529556	50	2.874E+07	21069	17.9	0.2103	0.2828	16	0
0	28	739.36	21033	21036	21196	-1	0	21027	21419	21196	1.7626E+08	3.766	100	2.443E+10	2.9313E+06	4.6809E+07	5.08E+07	41	1.3327E+10	21204	36.4	0.1563	0.2561	26	0
0	29	414.5145	21037	21038	21012	-1	0	21000	21178	21012	6.1583E+08	6.428	31	3.6824E+10	4.1967E+08	9.58E+07	1.82E+08	76	2.2649E+10	21026	19.1	0.6214	0.5478	17	0
0	30	524.062	21037	21039	21012	-1	0	21000	21181	21012	2.5663E+07	5.378	37	1.7748E+09	1.9448E+07	4.7717E+06	7.69E+06	76	1.0106E+09	21030	21.9	0.6483	0.5871	19	0
0	31	467.2554	21037	21040	21158	-1	0	21012	21365	21158	1.4578E+07	3.479	108	2.0009E+09	2.5212E+06	4.19E+06	4.4E+06	76	9.2449E+08	21163	41.4	-0.1751	0.2047	30	0
0	32	791.3619	21037	21041	21037	-1	0	21000	21054	21037	3.4098E+06	6.445	6	4.8385E+07	2.1532E+06	529068	295303	49	1.63E+07	21037	10.4	-0.1724	0.2853	12	0
0	33	577.9749	21037	21042	21158	193	0	21000	21351	21133	1.1579E+07	3.603	82	1.4745E+09	3.8015E+06	3.2139E+06	3.57E+06	76	6.9083E+08	21138	34.2	0.2672	0.2666	26	0
0	34	731.9216	21037	21043	21037	-1	0	21000	21063	21037	2.0795E+06	4.376	6	4.2762E+07	935316	475190	97179	49	9.1562E+06	21036	8.41	-0.3936	0.3515	10	0
0	35	552.3514	21044	21045	21011	-1	0	21000	21178	21011	1.331E+08	6.341	45	8.0278E+09	7.7301E+07	2.099E+07	3.98E+07	76	4.9568E+09	21026	19.1	0.5507	0.5218	17	0
0	36	642.1312	21044	21046	21011	-1	0	21000	21081	21011	3.3385E+07	6.522	35	1.6234E+09	1.2365E+07	5.119E+06	9.46E+06	76	1.0606E+09	21022	15.8	0.5127	0.464	15	0
0	37	434.9329	21047	21048	21168	-1	0	21020	21419	21168	2.1404E+08	3.168	124	3.3488E+10	1.2325E+08	6.7568E+07	7.38E+07	76	1.6073E+10	21181	43.1	0.02875	0.2203	31	0
0	38	700.3776	21047	21049	21168	201	0	21020	21385	21178	2.3361E+07	3.255	117	3.486E+09	4.7376E+06	7.1778E+06	7.82E+06	76	1.6771E+09	21173	41.3	-0.05339	0.1831	30	0
0	39	594.9578	21047	21050	21063	-1	0	21000	21158	21063	4.9306E+06	2.941	106	4.2215E+08	3.832E+06	1.6768E+06	1.51E+06	50	1.7941E+08	21065	26.1	0.1068	0.2039	22	0
0	40	675.6675	21051	21052	21012	-1	0	21000	21285	21012	1.1883E+08	3.547	42	1.3423E+10	8.8131E+07	3.3504E+07	3.44E+07	76	4.7359E+09	21036	25.7	0.744	0.6018	22	0
0	41	406.8284	21051	21053	21051	-1	0	21037	21241	21051	1.7076E+07	3.182	65	1.5442E+09	1.6368E+07	5.3658E+06	6.2E+06	76	6.6252E+08	21076	29.2	0.6038	0.7141	21	0
0	42	432.2505	21054	21055	21093	-1	0	21000	21307	21093	1.8788E+07	2.82	144	2.9741E+09	1.4943E+07	6.6619E+06	6.97E+06	76	1.4409E+09	21100	42.2	-0.07334	0.4269	31	0
0	43	667.3632	21054	21056	21093	61	0	21027	21081	21054	2.262E+06	2.898	24	7.7344E+07	2.118E+06	780420	552356	76	3.6765E+07	21061	12	0.05264	0.3026	11	0
