Dataset	ScanNumber	Collision Mode	ParentIonMZ	BasePeakIntensity	BasePeakMZ	ReporterIonIntensityMax	Ion_126.128	Ion_127.125	Ion_127.131	Ion_128.128	Ion_128.134	Ion_129.131	Ion_129.138	Ion_130.135	Ion_130.141	Ion_131.138	Weighted Avg Pct Intensity Correction
0	21204		554.27	203539.88	131.1383	212079.58	123181.32	127492.36	141385.56	127934.91	139135.44	143991.27	145884.92	145375.22	136295.53	212079.58	3.2
0	21205		453.75	1557661.38	120.0809	307328.06	269128.84	280610.31	226126.33	288785.81	287381.63	279879.16	290272.31	294737.06	307328.06	295239.5	3.2
0	21206		583.05	1422564.13	303.1774	486853.03	486853.03	451548.78	438566.13	442800.63	454390.25	454183.97	459623.38	447395.53	454202.59	461341.53	3.3
0	21207		440.0	605154.75	248.1806	349144.78	326887.22	286445.94	263891.63	349144.78	348959.16	304837.81	331505.69	332487.06	304071.91	348001.94	3.0
0	21208		757.39	400849.34	592.2963	239570.34	210567.22	212888.52	185944.89	199115.19	232187.38	217291.27	225715.02	235694.67	208460.41	239570.34	3.1
0	21209		546.67	508456.31	130.1349	502029.34	472432.53	450608.47	391632.25	446192.31	454776.91	470052.13	476687.84	502029.34	487568.88	472302.56	3.2
0	21211		558.83	1044031.81	558.8323	619274.69	585701.63	569361.25	611968.25	558067	576534.81	592173.75	567472.75	584839.25	567494.69	619274.69	3.2
0	21212		471.26	367397.59	230.1701	316638.09	283733.84	249509.64	316638.09	266269.09	273249.13	274550.28	256124.27	243314.92	262228.53	283302.31	3.2
0	21214		504.06	6020758.5	110.0715	2305061.5	1775788	1822717.75	1290654.25	1707075.25	1972509.25	2010618.5	1869532.13	1903587.88	1830361.5	2305061.5	3.3
0	21215		552.65	464471.22	230.1702	368056.81	351769.06	327662.03	312382.72	353024.41	360590.09	350351.09	349628.44	345227.94	359284.19	368056.81	3.2
0	21216		544.67	673020.06	136.0757	121720.4	98919.56	97462.63	92775.18	109690.93	106028.89	103772.99	110555.48	107686.34	98263.38	121720.4	3.0
0	21217		415.8	4560546	416.2554	1690129.38	1567999.25	1554972.75	1158279.25	1463667.63	1617048.5	1570599.88	1690129.38	1689302.13	1685922	1645192.13	3.2
0	21218		663.63	458623.59	248.1807	441026.31	389180.94	425410.22	294712.53	377134.13	441026.31	408587.25	409404.53	391142.34	427287.16	429466.03	3.4
0	21219		554.06	569923.06	131.1382	588237.81	465940.5	487390.84	424375.53	453478.19	510872.72	526633.13	540368.81	540953.63	541517.06	588237.81	3.1
0	21220		594.1	455192.28	230.1702	424680.72	336074.78	380276.06	319966.63	318983.94	377929.09	382647.97	354327.91	400865.44	367371.41	424680.72	3.3
0	21221		514.29	682402.5	230.1702	643428.94	480679.38	508951.19	643428.94	492207.97	480547.94	504514.63	465069.28	495054.31	473456.69	505159.19	3.2
0	21222		730.37	156362.08	230.1702	141566.97	115340.44	123360.3	107088.91	117111.54	129578.44	133242.66	137478.11	132100.94	139217.3	141566.97	3.1
0	21223		632.88	785604.56	130.1349	781810.38	773510.94	714528.19	533545.13	682616	758053.06	715329.56	763100.06	774364.56	741520.38	781810.38	3.3
0	21225		443.03	381259.78	357.245	216296.23	191211.63	177606.91	143823.78	166837.16	203678.78	193261.95	199288.16	185124.03	205573.91	216296.23	3.3
0	21227		739.11	29458650	110.0715	9602082	9602082	8965693	6150985	8279168	9598408	9283420	8960690	7430895	9427104	9148779	3.6
0	21228		468.03	10495111	356.9107	1412658.88	1384528.38	1321026.88	985476.94	1249293.38	1362151.63	1310640.63	1236809.88	1410453.25	1307442	1412658.88	3.4
0	21229		698.06	2608591.5	230.17	2576647.25	2519759.5	2321893.5	1488469.25	1983423.5	2404711.5	1963259.63	2576647.25	2548934.25	2288135	2293821.5	3.3
0	21230		487.32	1456072.13	143.1178	314458.13	292642.25	282299.91	266587.88	280211.47	312547.16	311494.97	295348.88	302960.53	314458.13	312326.06	3.2
0	21231		537.28	854811.19	248.1806	195759.31	195759.31	167849.98	148333.63	167732.92	187633.14	184333.19	178434.89	169621.38	190928.56	186536.72	3.4
0	21233		577.64	431789.91	230.1701	410637.94	395848.81	377012.38	343723.72	340285.22	383883.72	389626.25	398788.47	369632.28	407396.41	410637.94	3.4
0	21234		644.35	937755	230.17	724092.25	708451.19	693201.94	635381.69	670845.81	708869.75	717249.19	724092.25	691822.63	677651.56	720453.19	3.2
0	21235		800.45	3270772.25	631.3973	1405919.13	1171992.88	1273112	984191.5	1193544.5	1349182.88	1323866	1312823.5	1405919.13	1314476.63	1403388.25	3.1
0	21236		688.72	473808.88	131.1382	489287.97	429438.19	429921.88	316612.59	390593.47	440177.16	422077.63	436507.19	443672.16	451939.22	489287.97	3.4
0	21238		434.93	8790285	175.1189	4252575.5	3292850.25	3420650.75	3129939.5	3084324	3620873	4252575.5	3761025.5	3845028.75	3674525.5	4044789	3.2
0	21239		597.35	1921989	597.3516	1759827.25	1670086.5	1677542.25	1648506.38	1644893.5	1692109.63	1658886	1736764.5	1759827.25	1638157.88	1673533.5	3.1
0	21240		517.04	635739.69	230.17	631299.19	595045.56	565300.94	383070.53	535727.19	602582.94	587330.94	597273.56	583704.5	614803.38	631299.19	3.4
0	21242		676	7200866	262.1507	2481224.25	2201476.5	2200654	1729887.63	2031084.63	2251734.75	2365036	2245781.75	2273064	2168371.25	2481224.25	3.3
0	21243		699.88	2972042.5	230.1699	2708971.75	2351708.75	2404705.25	1678264.13	2218780.75	2493807.75	2414606.75	2506110.75	2542208	2663231	2708971.75	3.3
0	21244		491.33	1000290.88	130.1349	1020595.31	898449.56	901847.5	683342.81	857674.13	975023.81	995284.06	983086.88	981582.63	1020595.31	992013.75	3.2
0	21245		566.58	363565.16	385.242	209965.09	202013.34	174385.28	160973.02	192334.59	204722.17	189622.5	190243.83	186379.55	169525.7	209965.09	3.2
0	21246		615.33	792026.5	230.17	575231.81	514304.72	559646.44	495036.41	525736.13	560232.44	575231.81	551331.31	556082.56	570423.69	573756.56	3.2
0	21247		673.02	1010617.19	230.1701	1031035.31	409932.56	456601.06	624356.06	477351.28	432173.44	488993.13	470621.38	420068.56	428785.91	1031035.31	4.0
0	21248		578.96	417742.19	230.17	309958.25	286653.31	269330.03	261816.86	282994.41	290053.59	306753.91	304477.34	299919.91	309958.25	298838.72	3.1
0	21250		808.97	856276.69	127.1309	909672.31	93077.6	194840.92	909672.31	425628	125751.49	256906.95	105437.2	106922.09	72048.7	106796.6	6.2
0	21251		979.99	120498.07	230.1701	115235.98	97841.2	100451.19	79762.49	103976.2	108347.93	105390.09	107260.97	99926.83	115235.98	109258.66	3.2
0	21252		523.79	3954479	136.0757	1326969	1226191.88	1177578.38	810485	1095095	1299983.38	1128865.25	1269939.5	1268603.38	1326969	1205158.63	3.3
0	21253		907.78	3192126.25	906.9987	1591563.25	1374001	1413153.63	954023.56	1354489.5	1533115.13	1466100.25	1509523.75	1539877.75	1503378.5	1591563.25	3.2
0	21254		640.34	1185257.88	639.9186	635031.25	575909.81	557176.69	483524.69	553863.81	588464.75	565039.38	619351.56	609082.94	569134.63	635031.25	3.1
0	21256		494.82	31526936	230.17	26724326	25071276	24041136	18125052	22086404	25112214	25331020	24081212	22794018	23309010	26724326	3.4
0	21257		446.87	460277.19	376.2756	248730.47	219429.92	218095.06	151312.3	222543.94	246594.47	232364.06	221000.91	248730.47	229173.81	218572.19	3.1
0	21258		456.52	12270068	120.0809	3016780.25	2862678.5	2943248	2173402.5	2683158	2779420.5	2787989	2823339.25	2999218.75	2949208.75	3016780.25	3.4
0	21259		608.99	2778873.5	230.17	2314367.5	2091219.13	2197815.25	1688286.88	2001921.88	2138589	2200051.75	2140620.5	2132953.75	2273276.25	2314367.5	3.4
0	21261		472.1	454116.44	471.7997	208157.56	141692.61	131180.69	208157.56	154797.58	148701.66	140500.88	131844.64	124647.63	121735.31	137672.91	3.2
0	21262		903.45	310165.97	255.1086	80140.48	56747.48	70317.57	73177.45	56284.33	59236.05	66664.7	52781.93	80140.48	53873.44	66071.73	3.0
0	21263		571.58	667734.75	136.0757	397748.28	332079.75	357083.06	381979.06	371816.03	351784.38	397748.28	360626.41	352050.66	374887.78	382242.38	3.1
0	21264		458.31	5324984	110.0715	3701591.25	3394005.5	3207199.75	2632982.5	3390073.5	3701591.25	3532805	3293925	3400160.25	3598587.25	3655146.5	3.3
0	21265		623.71	783761.88	230.17	757141	736507.38	683932.75	733447.13	657145.13	685510.5	734532.69	712179.69	693352.44	716866.13	757141	3.3
0	21266		886.01	733384.19	230.17	518265.66	511129.75	485093.94	466250.81	492232	486435.38	489252.44	518265.66	496063.81	472573.09	515660.28	3.2
0	21267		585.03	768600.63	230.17	714768.38	676485.69	649888.19	535115.38	649468.69	681519.56	671509.06	690939.38	707584.75	714768.38	688644.63	3.2
0	21268		777.07	578133.44	303.1774	217778.28	217778.28	188876.89	194171.81	174649.45	204900.08	205674.94	198224.16	198675.53	215522.88	216005.73	3.4
0	21270		588.37	3833402.5	588.3732	3801229.25	3530446	3263576.25	2611419	3222049	3744045	3693101.75	3306823.5	3534167.75	3548687.75	3801229.25	3.3
0	21271		851.11	162234.73	639.882	61680.71	32310.95	35375.6	61680.71	44228.84	37293.73	45146.13	43311.18	42146.11	34411.73	41376.19	3.0
0	21272		573.37	2908812.75	230.17	2642812	2315082.75	2390360.25	2157348.5	2385554.5	2405069.25	2335348	2642812	2495304.25	2290159.5	2343306.75	3.0
0	21273		608.35	2469765.75	230.17	2041112.63	1866523.25	1922383.38	1636836.13	1786427.63	1885044.38	1859110.88	2015097.75	1931211.25	1854988.13	2041112.63	3.2
0	21274		591.01	4000866.5	376.2755	1844009.38	1750606.88	1654971	1461541.88	1498073.88	1844009.38	1739008	1669177	1590466.63	1747571.25	1677799.13	3.4
0	21275		628.36	8442511	628.358	342584.09	332272.19	335997.06	244655.52	297916.81	332578.31	317818.84	338565.81	329149.09	324170.47	342584.09	3.3
0	21276		1046.58	1244913.75	230.1699	896934.63	873856.5	824574.44	455154.66	730889.94	824371.81	780546.94	896934.63	879740.56	813633.88	850935.56	3.3
0	21277		611.66	419216.41	127.1311	419657.75	327684.63	306697.56	419657.75	322775.09	321579.34	360151.13	311543.09	301227.22	293082.25	365738.81	3.1
0	21279		533.97	68661960	110.0715	10542658	8361591.5	9139719	7242615.5	8567719	9494009	9192664	8313006	9450239	9865670	10542658	3.4
0	21280		709.7	5958541.5	874.4192	1264934.63	1119010	1218029.38	1041229.94	1138055.13	1164509.88	1117018	1237845.63	1205148	1194418.75	1264934.63	3.2
0	21281		478.61	1449526.5	110.0715	426902.75	419684.47	426902.75	410592.88	359046.56	392048.69	416508.19	400377.03	378726.31	410523.5	414640.72	3.4
0	21282		445.77	1196198.63	505.3257	626148.25	552898.06	539636.5	366868.28	620022.13	626148.25	517079.28	429143.28	585981.88	494954.59	466034.88	3.4
0	21283		663.12	286759.34	128.134	285185.16	231584.84	229818.53	202594.31	248392.95	285185.16	275017.72	252468.52	234895.61	269457.28	264137.19	3.1
0	21284		634.35	479086.56	230.17	349013.47	288483.06	311311.59	274154.78	286170.34	332320.81	332724.78	341574.59	347319.66	346896.41	349013.47	3.0
0	21286		1119.55	248216.67	906.4178	99533.76	99533.76	81339.11	61145.13	85506	96399.41	88311.89	93508.41	89339.88	95464.33	96785.89	3.4
0	21287		766.4	406739.59	734.4047	314727.38	306017.34	291912.75	283553.13	273623.72	287451.5	288918.44	314727.38	280254.91	280911.81	297700.34	3.2
0	21288		572.53	12550822	573.368	1638721	1638721	1617584.38	1390392.25	1443921.5	1558261.5	1456905.25	1601684	1549158.25	1498329.5	1544487.88	3.3
0	21289		559.88	1301833.5	559.8759	1070541.5	914795.69	1010453.94	864785.69	857343.31	957233.25	944725.19	928401.88	1070541.5	898624.69	913184.06	3.1
0	21290		515.31	2011973.25	129.1376	2012395.88	2012395.88	1864571.5	1636469.63	1754118.5	1874476.5	1836701.25	1994203.13	1950937	1854806.5	1995492.13	3.2
0	21291		555.65	1981171	131.1382	2096031.5	636405.19	623471.69	683171.5	628074.56	675344.63	753697.81	808416.56	655737	579570.5	2096031.5	4.1
0	21292		469.77	2028717.5	110.0715	560456.44	528362.06	488494.34	385608.84	514111.94	531978.81	521702.34	533187.75	510887.06	450640.88	560456.44	3.2
0	21294		497.96	973855.25	447.3128	506738.09	497475.66	443959.88	428551.78	414298.47	448923.13	491263.88	475078.56	486588.94	444404.78	506738.09	3.2
0	21295		692.72	436077.75	129.1378	444865.16	408601.13	397078.38	279328.97	388945.88	421646.22	416665.72	430459.19	423493.69	431894.5	444865.16	3.3
0	21296		403.24	7569026	120.0809	1676953.5	1654086.13	1567733.63	1512538.25	1522655.38	1676953.5	1602277.13	1676347.88	1651247.88	1589206.13	1650946.63	3.1
0	21297		539.69	2178727.25	110.0715	776720.81	727241.13	689143.88	728389.69	712668.44	679467.56	726420.38	698337.44	675946.5	654218.88	776720.81	3.2
0	21298		736.38	334301.5	230.1701	326900.63	311355.97	283745.63	260190.52	316113.16	303011.5	323306.59	321209.78	301199.56	294733.03	326900.63	3.1
0	21300		671.35	761847.19	248.1806	206966.64	206966.64	175399.77	186956.39	182266.27	200602.67	188595.66	204792.41	179032.61	202029.81	190694.91	3.2
0	21301		1067	579533.5	345.1969	143720.19	120273.5	117920.87	123758.77	128510.17	124337.7	131773.16	130843.9	129080.43	128835.38	143720.19	3.1
0	21302		628.86	1626128.5	130.1349	1620720.88	1412093.38	1547860.25	1151884.88	1427237	1503683.63	1516261.63	1596035.75	1600868.13	1542323.88	1620720.88	3.2
0	21303		684.33	616331.06	110.0716	268485.25	211036.45	212128.55	160061.19	207293.66	248930	228266.19	226675.63	227052.06	219033.98	268485.25	3.2
0	21304		898.43	926491.63	906.4182	530962.13	528788.81	467398.78	404565.5	439698.13	526005.38	484433	528187.44	502920.41	530962.13	507110.5	3.3
0	21305		550.29	353189.66	248.1807	240476.17	218750.17	207026.39	157991.78	186818.69	240476.17	211384.69	206164.58	200030.23	225522.61	219449.16	3.5
0	21306		1067.5	851170.63	345.197	189078.98	159298.69	177049.67	164068.84	170202.2	181952.88	168843.45	175197.64	182785.23	177370.8	189078.98	3.1
0	21308		827.94	446030.09	827.4347	404235.88	373423.16	377152.81	302833.78	359719.03	366115.34	384323.13	394202.22	404235.88	384097.63	403181.63	3.2
0	21309		635.02	469313.31	230.17	324348.59	271432.72	266650.41	255691.13	253470.25	273491.78	320833.94	287728.75	285198.09	324348.59	310835.63	3.3
0	21310		419.94	16098959	120.0809	10839246	8412365	10220226	7285457.5	9096512	10110493	10147502	10449148	10332301	9431994	10839246	3.1
0	21311		629.41	3120347.25	629.4128	2500609.5	1985061.5	2382051.5	1824547.38	2246304.25	2320332.25	2500609.5	2373237.5	2401417	2384942.25	2449995.25	3.1
0	21312		581.81	3384547	322.187	748463.44	695312.88	701104.25	660959.31	672342.75	687959.25	723097.75	689341.5	733799.06	700402.88	748463.44	3.2
0	21313		560.82	1596542.13	559.8758	1443709.25	1399830.25	1337320	1196217	1239360	1379119.5	1356155.13	1443709.25	1414479.38	1381219.88	1429873.63	3.2
0	21314		484.26	5042656	120.0809	2702112.75	2167935.25	2108020.5	1685249.13	2298556.75	2328190.25	2477669.75	2320344.5	2337340.25	2497106	2702112.75	3.2
0	21315		615.13	1610392.38	110.0715	672406.88	579611.38	588457.75	484714.53	563524.69	586415.56	645126.5	638344.38	655239.13	672406.88	634403.63	3.1
0	21316		711.33	887853.81	175.1188	453919.06	355804.22	370037.59	388640.53	385128.66	415989.5	433127.09	412869.06	408063.75	449408.53	453919.06	3.1
0	21317		763.04	637250.31	230.1699	498038.72	373202.44	424176.59	331100.06	393711.84	457357.16	498038.72	468327.66	459356.13	454384.34	473558.06	3.1
0	21319		426.95	1246243.75	130.1349	1282438.38	1122716.38	1124689	756253.69	1036878.44	1190339.25	1128527.75	1110784	1227210.38	1067584.25	1282438.38	3.3
0	21320		449.75	514081.97	230.17	184853.22	177498.86	161170.92	158398	179366.28	182313.34	180588.52	162432.67	164627.36	178794.52	184853.22	3.3
0	21322		786.05	3621936.75	409.23	1149101.38	1048964	1035359.25	795290.38	990675.06	1113072.5	1133892.5	1089266.25	1149101.38	1095760.88	1132086.13	3.2
0	21323		687.85	2251086	304.1612	828352	764751.5	753260.06	627921.81	712327.38	797146.25	811625.81	779943.38	759198.56	801557.44	828352	3.3
0	21324		654.35	2183458.25	230.17	1947175.13	1812800	1781763.38	1546266.25	1677193.13	1823031.25	1947175.13	1828153.5	1772005.13	1873375.25	1910313.38	3.3
0	21325		702.38	1806903	616.8165	1445810.63	1382486.38	1326676.5	904002.81	1268340.38	1396135.88	1290530.88	1415335.13	1445810.63	1411045.88	1367381.75	3.2
0	21326		520.29	665815.56	230.17	401330.81	363078.75	345415.53	307633.59	338755.31	350086.78	370816.16	401330.81	344034.59	361923.63	382479.41	3.2
0	21327		898.81	828283.69	906.4178	610376.44	610376.44	530588.19	417214.19	530158.19	553746.88	550246.5	543659.25	530719.56	578607.94	571599.19	3.5
0	21328		805.05	340918.59	466.2517	79167.4	66498.49	63434.39	79167.4	71322.13	65042.04	68418.33	57319.2	73148.13	74329.84	77421.01	3.2
0	21330		681.39	29473378	131.1381	30421640	25822952	25828482	13199659	24326650	28011354	28051666	26413660	27948460	27146026	30421640	3.6
0	21331		463.31	1337747.38	408.2727	1095080.25	1095080.25	1015061.94	893926.94	982499.88	1031859.31	1017162	1077255.88	1060549	994398.19	1048139.75	3.2
0	21332		814.44	531222.94	242.1133	192692.77	181280.63	180869.39	170112.98	177007.64	192692.77	188352.19	178832.11	173656.09	186891.84	188177.59	3.3
0	21333		705.05	578822.19	704.4044	461799.56	383859	368274.59	461799.56	384118.41	386228.63	440155.63	419411.13	408636.63	407169.22	428486.88	2.9
0	21334		517.96	656058.38	230.17	489466.72	441364.78	417317.88	331807.22	403141.19	460161.94	443324.84	440027.09	444902.06	479783.81	489466.72	3.4
0	21336		504.54	754045.13	504.3343	505898.91	408108.97	453352.38	360562.09	422134.75	445448.34	444720.69	453797.5	439700.97	475789.72	505898.91	3.3
0	21337		482	2054005.13	130.1411	2123989.75	1806153.75	1540475.88	1267011	1491726	1623644.63	1535747	1632529	1589338.75	2123989.75	1592851.75	3.6
0	21338		496.97	1179744.13	230.1701	1095096.63	988048.75	867973.5	925023.19	845338.19	941243.75	1001200	1005145.5	1017119.19	1000362.69	1095096.63	3.1
0	21339		566.36	617820.38	230.1701	480972.38	409190.19	390953.63	480972.38	423907.13	398991.19	388858.28	402614.66	369516.44	377240	376715.97	3.1
0	21340		632.34	366636.63	230.1701	348540.63	282798.5	287590.56	332625.41	322231.94	307944.28	344510.34	303708.94	278652.19	278042.22	348540.63	3.0
0	21341		674.11	5984946.5	230.17	2458868	2342080.25	2118120.5	1596495.63	1968727.25	2276301.75	2253930.25	2211056	2135863.25	2188658	2458868	3.4
0	21342		652.84	2128298.25	652.8446	1218506.88	1116499.13	1096506.13	1032161.31	1032565.94	1153900.5	1124941.63	1105045.88	1157906.63	1141888.63	1218506.88	3.2
0	21343		770.14	518052.5	656.3928	211089.36	185858.58	184640.66	160235.97	179846.06	188908.48	186351.22	185590.7	211089.36	195499.25	189871.61	3.1
0	21345		747.04	756655.19	693.3073	260895.22	236249.53	242945.52	200578.09	236789.17	237347.31	245966.44	253002.72	225769.64	260895.22	254681.48	3.3
0	21346		507.33	726848.88	131.1382	749537.69	697989.88	655941.13	526345.5	647250.81	703376.13	706108.31	709314.88	705903.44	720084.81	749537.69	3.3
0	21347		547.65	633300.63	110.0716	345187.84	314418.38	333645.5	278282.97	287318.72	327262.69	332854.19	326318.41	332181.88	327634.41	345187.84	3.3
0	21348		796.38	415590.47	409.2305	122163.6	99463.33	98662.03	122163.6	99108.14	109093.69	107503.77	102664.29	85978.85	100347.48	94315.54	3.1
0	21349		743.36	619746.69	110.0716	251219.36	231972.11	233955.39	239536.41	236515.31	251219.36	243416.34	219489.03	220107.66	236335.98	234152.22	3.2
0	21350		856.16	239303.72	230.1701	199295.73	171315.09	174788.05	172898.34	170643.25	199295.73	190584.72	184108.66	185246.56	197313.5	196313.8	3.1
0	21352		970.8	339356.78	126.055	73826.41	59617.29	67106.11	56014.71	60259.29	70883.73	69163.61	67368.46	73826.41	69177.4	69885.31	3.1
0	21353		633.84	789188.19	230.17	625397.94	579551.75	526002.88	450591.53	541704.38	555054.38	545817.88	559542.44	540269.38	552377.63	625397.94	3.4
0	21354		439.27	6806763.5	473.3282	1433024.13	1112910.13	1305963.88	1085789.63	1199883.25	1433024.13	1299874.25	1293768.25	1186669	1242329.75	1374977.25	3.2
0	21355		757.88	721736.75	230.17	664181.44	562889.19	612854.19	484020.09	562066.75	626375.63	639113.44	611872.94	615763.44	596102.81	664181.44	3.2
0	21356		906.49	2627531.5	230.1698	2552197.25	2181355	2213891.75	1483374.38	1988828.25	2415308	2339616	2256743.5	2383079.5	2322168.5	2552197.25	3.3
0	21357		828.48	2118021.25	230.1699	1293303.13	1272798.63	1233079.25	1149245.13	1240737.5	1248874.63	1233091.88	1291938.38	1293303.13	1237669.25	1275691.75	3.1
0	21359		511.54	3044602.5	136.0756	1429359.25	1329878.88	1198034.38	796974.25	1184013.13	1331263.63	1377552.38	1315617.13	1296149.75	1372151.25	1429359.25	3.4
0	21360		870.12	841611.06	870.1233	286412.97	264381.03	257206.86	225312.41	255502.11	253270.33	264483.97	277678	282156.03	286412.97	277448.72	3.2
0	21361		737	3156481.75	433.2965	954053.31	910709.75	925860.19	716757.19	878838.38	917363.81	874474.25	954053.31	916870.81	901623.88	952472.44	3.3
0	21362		677.86	601299.94	230.17	375224.94	329184.19	318965.25	312452.22	295770.13	339473.16	344819.5	343079	349597.69	340981.91	375224.94	3.2
0	21363		1178.58	624798.56	503.3022	307730.44	268468.88	277708.19	254348.23	281679.44	287641.5	269706.72	287756.22	307730.44	266692.47	289396.03	3.0
0	21366		414.74	1632340.38	376.2755	422064.94	386631.22	393408.84	340817.66	410760.5	400121.16	422064.94	408939.97	380710.63	393021.97	415339.69	3.2
0	21367		771.95	1216293.25	248.1804	378938.09	365733.44	356550.56	297613.16	332418.63	349327.31	345426.84	364261.91	355821.25	357375.81	378938.09	3.3
0	21368		680.59	12843918	583.8261	3831127.5	3502541.5	3615200.75	1707189.5	3171681.25	3712114.75	3278447.75	3686798	3677747.75	3831127.5	3726070.75	3.6
0	21369		585.7	21669560	473.3282	4525333	3973520	4453317.5	3445292	4298283.5	4342530.5	4269159	4242223.5	4420865	4525333	4403332	3.2
0	21370		797.05	913059.88	409.2303	164318.06	138166.22	143494.8	164318.06	145652.89	146588.95	154121.42	149652.67	142754.64	152299.33	144834.59	3.0
0	21371		713.39	1803063.38	230.17	846688.06	759316.31	750848.31	784423	802655.13	820908.75	824714.44	795908.44	836080.19	758788.81	846688.06	3.0
0	21372		510.56	904675.31	230.1699	846081.44	807672.75	809279.06	542286.38	716956.13	830480.31	801704.56	846081.44	838973.81	816965	844426.88	3.3
0	21373		799.68	129231.08	230.1701	114862.05	103531.33	92040.23	98026.7	101656.83	99469.51	102685.45	97554.44	104005.84	114862.05	112969.56	3.3
0	21374		777.36	570478.94	843.4149	214009.2	196385.55	197734.7	175927.25	183405.19	208676.06	208030.19	200601.45	203490.08	204852.75	214009.2	3.2
0	21375		1105.5	840635.5	230.1698	670336.31	630173.44	628821.56	488948.56	626207.81	649393.56	634308.06	670336.31	634361.81	651395.31	658764.06	3.2
0	21377		907.11	2553849.75	906.4966	959596.75	763822.38	837950.56	570813.19	740265.25	878340.5	864108.81	858914.5	883314.44	913316.06	959596.75	3.3
0	21378		716.34	1002096.31	136.0757	283958.28	253807.5	266941.34	273925.22	259434.58	254717.89	281668.81	283424.56	273435.5	259172.63	283958.28	3.0
0	21379		1178.07	889560.13	1177.6882	319660.91	312936.72	316630	284111.69	282886.47	307124.72	307411.41	311617.41	319660.91	317846.97	305378.34	3.2
0	21380		528.3	1032434.75	136.0756	584146.06	531986.19	520137.25	309955.25	550946.5	584104.25	584146.06	564775.31	581877.38	577997.69	582077.19	3.3
0	21381		849.43	968064.94	127.131	1018633.94	216824.53	288315.53	1018633.94	424379.84	220484.2	338513.91	255878.77	213922.61	176890.98	239029.91	4.9
0	21382		600.0	946867.88	110.0716	550097.06	227930.06	228575.2	310390.44	266385.78	278469.31	312933.03	298345.59	267840.03	247856.56	550097.06	3.3
0	21383		647.85	777111	230.17	487330.09	453367.41	401590.56	384471.88	404414.81	416477.09	436215.53	466454.66	417947.16	450058.88	487330.09	3.3
0	21384		867.45	1384982.5	230.1699	869429.56	869429.56	816109.13	540952	759421.63	837242.31	713905.19	854106.88	821683.75	802404.94	782212.19	3.3
0	21386		791.38	563889.25	409.2303	113104.88	100020.16	98614.21	102184.76	107244.5	113104.88	99692.65	101217.62	105287.39	96645.34	106724.65	3.0
0	21387		877.04	727248.63	877.0396	433385.16	392066.06	408099.41	319771.28	394248	430973.91	433385.16	423004.88	423958.38	429694.03	415938.84	3.1
0	21388		644.87	1682195.75	230.1699	1272673.13	1233374.75	1171862.5	934230.75	1115208.25	1219246.25	1181278.63	1246441	1239551.63	1272673.13	1240091.25	3.3
0	21389		466.52	568122.06	230.17	222441.63	171382.22	156156.67	124969.3	206357	222441.63	175375.75	172272.16	195882.61	147288.73	173587.86	2.9
0	21391		725.89	6694118.5	230.17	3454745.5	3454745.5	3229758.75	2601819.5	2877315.25	3356391	3321354.75	3179278	3294557.25	3307952.5	3429390.5	3.4
0	21392		708.39	761513.31	130.1349	757890	702729.13	670737.25	386430.34	621900.94	753275.88	688958.81	724424.38	750853.44	696499.06	757890	3.4
0	21393		593.54	769299.44	503.3027	246815.58	212763.17	218789.7	189440.31	209325.59	222384.27	246815.58	232988.13	217430.25	230401.22	243057.56	3.2
0	21395		453.5	4123266.75	120.0809	772646.81	674849.94	592950.13	500500.84	584726.75	662971.31	680089.75	625188.19	654262.88	628828.56	772646.81	3.4
0	21396		472.23	1183441.88	473.3283	378710.09	289376.91	339503.41	280198.41	313492.5	326117.63	335526.31	355457.84	378710.09	350009.41	368352.5	3.0
0	21397		589.79	32218934	589.3477	4835790.5	4231163.5	4469935.5	3337371.5	4024008.25	4487889	4686089.5	4496947.5	4570513.5	4401123.5	4835790.5	3.3
0	21398		513.31	9427158	603.2933	1683931.75	1571902.13	1461682.25	1210659.88	1505020.5	1598420.75	1623267.75	1523789.38	1446016.63	1551233.75	1683931.75	3.3
0	21399		606.34	25573402	605.3657	6987993.5	4611279.5	4834878	4714082	5133838.5	5549277.5	6315868.5	6059555	6353171.5	6111511	6987993.5	2.8
0	21400		716.0	1837296.38	136.0756	325583.03	306960.63	307037.19	231930.05	284836.69	317881.81	317625.56	325583.03	306702.25	297786.47	320912.03	3.2
0	21401		472.54	4953194	473.3281	788747.94	720324.63	781315.63	637946.38	708442.63	773225.38	776884.69	784084.94	784742.81	776622.63	788747.94	3.2
0	21402		533.31	563123.56	110.0716	228442.61	196591.48	204191.06	170434.14	192646.56	224046.05	228442.61	199310.28	213467.67	207839.84	209659.88	3.2
0	21403		566.29	671931.63	230.1701	477252.56	400600.97	380207.47	477252.56	396281.44	364585.34	398055.47	401168.38	363096.84	392489.94	428189.5	3.2
0	21404		848.93	1144046.25	127.1311	1190783.88	399670.84	467548.94	1190783.88	615315.5	389962.13	547121.19	464647.91	393109.41	350173.91	401264.94	4.0
0	21406		1008.99	387113.16	230.17	141402.22	131038.33	131433.39	141402.22	134598.17	134460.81	137231.84	136111.77	134582.75	131784.13	130176.13	3.0
0	21407		808.45	405487.84	230.1701	328644.03	248026.81	297313.34	284542.88	294957.56	288075.69	298595.69	295594.13	328644.03	294531.34	319374.56	2.9
