Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName
0	7301	37.8160	1	2.1945E+06	94718	647.407	84.33	1574	1574	MS
0	7302	37.8202	2	14430	1585.3	255.137	92.44	73	226	MSn
0	7303	37.8262	2	77482	5615.5	792.841	195.5	166	531	MSn
0	7304	37.8315	2	2171.5	194.81	800.539	20.01	31	121	MSn
0	7305	37.8375	2	1874.8	247.26	646.915	30.81	31	124	MSn
0	7306	37.8433	2	1806.6	136.65	722.14	16.44	27	116	MSn
0	7307	37.8493	2	1080.1	180.16	679.334	20.88	15	67	MSn
0	7308	37.8552	2	1113.8	79.2	825.218	9.629	21	76	MSn
0	7309	37.8612	2	2336.3	151.3	708.362	15.52	33	114	MSn
0	7310	37.8670	2	359.97	30.636	1143.45	4.155	9	35	MSn
0	7311	37.8727	2	771.6	51.428	1059.07	4.461	7	56	MSn
0	7312	37.8785	1	965817	90086	647.468	248.7	1222	1222	MS
0	7313	37.8827	2	2369.4	1598.9	613.357	202.4	12	57	MSn
0	7314	37.8887	2	14104	6861.2	629.289	625.1	54	205	MSn
0	7315	37.8947	2	3700.5	318.22	1584.64	28.89	31	167	MSn
0	7316	37.9002	2	6537.2	1630.1	658.358	138.8	38	135	MSn
0	7317	37.9060	2	3238.2	307.39	809.436	31.95	40	162	MSn
0	7318	37.9120	2	2010.7	405.83	765.156	42.41	20	103	MSn
0	7319	37.9178	2	2277.4	120.86	834.214	14.02	36	173	MSn
0	7320	37.9237	2	3534.1	340.96	585.321	24.05	30	101	MSn
0	7321	37.9297	2	1389.9	82.162	609.246	11.96	26	117	MSn
0	7322	37.9357	2	1553.7	514.75	603.18	74.43	13	95	MSn
0	7323	37.9417	1	1.1706E+06	101284	647.409	244.2	1256	1256	MS
0	7324	37.9462	2	10750	2353.5	658.361	200.5	55	173	MSn
0	7325	37.9520	2	30759	3877.5	785.199	264.2	155	473	MSn
0	7326	37.9580	2	5370.9	678.76	750.769	66.64	49	183	MSn
0	7327	37.9638	2	1892.9	146.13	553.277	14.41	30	99	MSn
0	7328	37.9698	2	7600	1180.3	700.201	94.15	62	252	MSn
0	7329	37.9757	2	19299	1785	735.601	130.5	100	329	MSn
0	7330	37.9817	2	2028.7	246.31	826.539	25.09	21	106	MSn
0	7331	37.9875	2	6589.3	1375.2	659.323	143.7	49	194	MSn
0	7332	37.9933	2	1840.6	140.29	640.225	15.96	23	131	MSn
0	7333	37.9993	2	1272.2	101.8	654.399	11.12	14	92	MSn
0	7334	38.0052	1	1.0744E+06	72020	647.39	171.3	1286	1286	MS
0	7335	38.0098	2	16641	774.01	693.959	55.99	129	396	MSn
0	7336	38.0158	2	8647.7	752.82	735.558	75.58	78	269	MSn
0	7337	38.0217	2	9631.6	375.78	723.098	29.91	94	328	MSn
0	7338	38.0277	2	3467	454.77	402.212	46.54	35	148	MSn
0	7339	38.0335	2	4568.5	262.26	907.474	25.09	61	245	MSn
0	7340	38.0393	2	3381.5	314.93	803.034	27.44	38	156	MSn
0	7341	38.0452	2	1370.9	272.56	885.373	29.06	14	78	MSn
0	7342	38.0512	2	1410.3	119.64	762.323	15.23	28	111	MSn
0	7343	38.0570	2	3632.1	245.36	796.862	27.18	51	180	MSn
0	7344	38.0628	2	51.503	33.818	1771.14	6.473	1	4	MSn
0	7345	38.0683	1	777819	39725	647.435	111.8	1211	1211	MS
0	7346	38.0727	2	12618	636.84	775.983	46.36	105	370	MSn
0	7347	38.0787	2	387.05	41.659	481.027	7.342	9	41	MSn
0	7348	38.0847	2	4886	2283.4	651.32	307.6	24	83	MSn
0	7349	38.0907	2	1835	219.26	671.331	27.75	30	120	MSn
0	7350	38.0965	2	1895	103.38	589.352	11.33	28	124	MSn
0	7351	38.1025	2	1587.3	114.74	840.962	11.76	23	108	MSn
0	7352	38.1083	2	2862.9	394.11	700.306	41.42	40	156	MSn
0	7353	38.1142	2	5537	1007.3	640.312	92.47	35	126	MSn
0	7354	38.1202	2	1057.8	106.34	469.394	13.95	17	74	MSn
0	7355	38.1262	2	8474.3	2666.1	763.473	221.9	36	108	MSn
0	7356	38.1320	1	895030	71595	870.443	189.7	1206	1206	MS
0	7357	38.1363	2	18894	679.24	784.443	49.81	136	434	MSn
0	7358	38.1422	2	11701	2071.2	640.315	133.7	47	166	MSn
0	7359	38.1482	2	10027	3813.4	763.435	318.9	28	100	MSn
0	7360	38.1540	2	820.67	68.138	658.473	8.275	14	70	MSn
0	7361	38.1600	2	5454.1	1248.8	890.38	118.1	22	93	MSn
0	7362	38.1658	2	389.73	86.251	505.232	11.67	7	35	MSn
0	7363	38.1718	2	10239	1690.3	905.245	131.5	66	257	MSn
0	7364	38.1777	2	7129.8	1281.9	905.255	118.6	62	217	MSn
