Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed
0	123	871.4783	7433	7438	7378	-1	0	7312	7444	7378	136997	7.544	30	5.2148E+06	4522.6	18159	38341	27	3.8264E+06	7382	17.6	-0.0534	0.3304	9
0	124	988.4562	7433	7439	7444	-1	0	7367	7587	7444	4665	3.769	26	334822	5313	1237.7	1429	27	138054	7447	21.3	0.186	0.2875	10
0	125	883.4387	7433	7440	7444	-1	0	7367	7587	7444	3336	2.985	54	286295	3456.4	1117.6	1210	27	126703	7448	20.4	0.0787	0.315	10
0	126	803.4373	7433	7441	7466	-1	0	7378	7587	7466	6957.8	2.07	39	498095	3278.9	3360.7	3767	27	27473	7470	17.1	0.0584	0.3561	8
0	127	689.3951	7433	7442	7455	-1	0	7378	7587	7455	4237.6	1.649	67	569556	4144.8	2569.4	1243	27	99134	7462	22.7	0.2003	0.2964	11
0	128	427.4847	7433	7443	7444	-1	0	7367	7587	7444	4200.8	2.165	50	480046	3462.8	1940.7	1066	16	125028	7451	21.6	0.3653	0.2764	11
0	129	870.5992	7444	7445	7378	-1	0	7312	7444	7378	350928	7.983	30	1.2729E+07	5840.9	43958	93825	27	9.4625E+06	7380	17.7	-0.0328	0.3408	9
0	130	492.4745	7444	7446	7444	-1	0	7378	7587	7444	5574	5.959	20	254221	5310.3	935.46	1228	27	117662	7445	18.5	0.0092	0.3052	9
0	131	754.6408	7444	7447	7510	-1	0	7356	7587	7510	36870	1.75	33	3.6113E+06	5975.7	21071	6359	9	483551	7508	13.5	0.043	0.357	7
0	132	591.4289	7444	7448	7444	-1	0	7378	7587	7444	4939.4	4.203	38	291369	4484.4	1175.1	1196	27	124959	7448	19.8	0.0616	0.3109	10
0	133	991.6278	7444	7449	7433	-1	0	7367	7510	7433	5486.3	6.035	25	225817	3428	909.12	1333	27	126270	7436	18	-0.0262	0.3109	9
0	134	625.5763	7444	7450	7444	-1	0	7389	7587	7444	4262	1.349	81	637509	3864.4	3158.8	891	27	51730	7448	28	0.0032	0.2789	13
0	135	555.4039	7444	7451	7455	-1	0	7367	7587	7455	2532.3	2.105	76	293253	2786.8	1202.9	866	27	83370	7452	22.1	0.0836	0.2958	11
0	136	1084.5632	7444	7452	7455	-1	0	7367	7587	7455	2947.9	2.439	73	324820	3128.3	1208.5	1036	27	113096	7456	23.4	0.0951	0.2764	11
0	137	653.5646	7444	7453	7444	-1	0	7378	7477	7444	3663	2.083	29	221449	1874.7	1758.6	678	27	33298	7446	20.1	-0.0013	0.3188	9
